Name	AccessionID	Date	Continent	Location	Region	Location_with_Region
hCoV-19/Europe/France/Ile-de-France/CergyPontoise/EPI_ISL_2627953/2021-06-05	EPI_ISL_2627953	2021/06/05	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/CergyPontoise/EPI_ISL_2627954/2021-06-06	EPI_ISL_2627954	2021/06/06	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/CergyPontoise/EPI_ISL_2627955/2021-06-04	EPI_ISL_2627955	2021/06/04	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/CentreValdeLoire/Orleans/EPI_ISL_2627960/2021-06-07	EPI_ISL_2627960	2021/06/07	Europe	France	CentreValdeLoire	France
hCoV-19/Europe/France/CentreValdeLoire/Orleans/EPI_ISL_2627961/2021-06-07	EPI_ISL_2627961	2021/06/07	Europe	France	CentreValdeLoire	France
hCoV-19/Europe/France/CentreValdeLoire/Orleans/EPI_ISL_2627963/2021-06-07	EPI_ISL_2627963	2021/06/07	Europe	France	CentreValdeLoire	France
hCoV-19/Europe/France/Ile-de-France/CergyPontoise/EPI_ISL_2627975/2021-06-07	EPI_ISL_2627975	2021/06/07	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/CergyPontoise/EPI_ISL_2627976/2021-06-08	EPI_ISL_2627976	2021/06/08	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/CergyPontoise/EPI_ISL_2627978/2021-06-07	EPI_ISL_2627978	2021/06/07	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/Paris/EPI_ISL_2627993/2021-06-07	EPI_ISL_2627993	2021/06/07	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/Paris/EPI_ISL_2627994/2021-06-07	EPI_ISL_2627994	2021/06/07	Europe	France	Ile-de-France	France
hCoV-19/Europe/Spain/Catalunya/EPI_ISL_2628151/2021-06-08	EPI_ISL_2628151	2021/06/08	Europe	Spain	Catalunya	Spain
hCoV-19/Europe/France/Ile-de-France/Paris/EPI_ISL_2629002/2021-03-24	EPI_ISL_2629002	2021/03/24	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/Paris/EPI_ISL_2629011/2021-03-25	EPI_ISL_2629011	2021/03/25	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/Paris/EPI_ISL_2629025/2021-03-23	EPI_ISL_2629025	2021/03/23	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/Paris/EPI_ISL_2629031/2021-03-26	EPI_ISL_2629031	2021/03/26	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/Paris/EPI_ISL_2629032/2021-03-28	EPI_ISL_2629032	2021/03/28	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/Paris/EPI_ISL_2629043/2021-04-01	EPI_ISL_2629043	2021/04/01	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/Paris/EPI_ISL_2629044/2021-04-01	EPI_ISL_2629044	2021/04/01	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/Paris/EPI_ISL_2629048/2021-03-30	EPI_ISL_2629048	2021/03/30	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/Paris/EPI_ISL_2629049/2021-03-30	EPI_ISL_2629049	2021/03/30	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/Paris/EPI_ISL_2629050/2021-03-30	EPI_ISL_2629050	2021/03/30	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/Paris/EPI_ISL_2629057/2021-04-02	EPI_ISL_2629057	2021/04/02	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/Paris/EPI_ISL_2629061/2021-04-03	EPI_ISL_2629061	2021/04/03	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/Paris/EPI_ISL_2629063/2021-04-05	EPI_ISL_2629063	2021/04/05	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/Paris/EPI_ISL_2629065/2021-04-04	EPI_ISL_2629065	2021/04/04	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/Paris/EPI_ISL_2629088/2021-04-06	EPI_ISL_2629088	2021/04/06	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/Paris/EPI_ISL_2629089/2021-04-06	EPI_ISL_2629089	2021/04/06	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/Paris/EPI_ISL_2629090/2021-04-06	EPI_ISL_2629090	2021/04/06	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/Paris/EPI_ISL_2629109/2021-04-12	EPI_ISL_2629109	2021/04/12	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/Paris/EPI_ISL_2629117/2021-04-13	EPI_ISL_2629117	2021/04/13	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/Paris/EPI_ISL_2629155/2021-04-13	EPI_ISL_2629155	2021/04/13	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/Paris/EPI_ISL_2629156/2021-04-13	EPI_ISL_2629156	2021/04/13	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/Paris/EPI_ISL_2629163/2021-04-16	EPI_ISL_2629163	2021/04/16	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Auvergne-Rhone-Alpes/Clermond-Ferrand/EPI_ISL_2629257/2021-05-31	EPI_ISL_2629257	2021/05/31	Europe	France	Auvergne-Rhone-Alpes	France
hCoV-19/Europe/France/Auvergne-Rhone-Alpes/Decines-Charpieu/EPI_ISL_2629261/2021-06-03	EPI_ISL_2629261	2021/06/03	Europe	France	Auvergne-Rhone-Alpes	France
hCoV-19/Europe/France/Centre-ValdeLoire/Chambray-les-Tours/EPI_ISL_2629296/2021-03-26	EPI_ISL_2629296	2021/03/26	Europe	France	Centre-ValdeLoire	France
hCoV-19/Europe/France/Auvergne-Rhone-Alpes/Clermond-Ferrand/EPI_ISL_2629313/2021-06-08	EPI_ISL_2629313	2021/06/08	Europe	France	Auvergne-Rhone-Alpes	France
hCoV-19/Europe/France/Auvergne-Rhone-Alpes/Decines-Charpieu/EPI_ISL_2629453/2021-06-08	EPI_ISL_2629453	2021/06/08	Europe	France	Auvergne-Rhone-Alpes	France
hCoV-19/Europe/France/Centre-ValdeLoire/Chambray-les-Tours/EPI_ISL_2629520/2021-06-11	EPI_ISL_2629520	2021/06/11	Europe	France	Centre-ValdeLoire	France
hCoV-19/Africa/Reunion/LePort/EPI_ISL_2629522/2021-06-08	EPI_ISL_2629522	2021/06/08	Africa	Reunion	LePort	Reunion
hCoV-19/Africa/Reunion/LePort/EPI_ISL_2629523/2021-06-08	EPI_ISL_2629523	2021/06/08	Africa	Reunion	LePort	Reunion
hCoV-19/Africa/Reunion/LePort/EPI_ISL_2629525/2021-06-08	EPI_ISL_2629525	2021/06/08	Africa	Reunion	LePort	Reunion
hCoV-19/Africa/Reunion/LePort/EPI_ISL_2629526/2021-06-08	EPI_ISL_2629526	2021/06/08	Africa	Reunion	LePort	Reunion
hCoV-19/Africa/Reunion/LePort/EPI_ISL_2629527/2021-06-08	EPI_ISL_2629527	2021/06/08	Africa	Reunion	LePort	Reunion
hCoV-19/Africa/Reunion/LePort/EPI_ISL_2629528/2021-06-08	EPI_ISL_2629528	2021/06/08	Africa	Reunion	LePort	Reunion
hCoV-19/Africa/Reunion/LePort/EPI_ISL_2629529/2021-06-08	EPI_ISL_2629529	2021/06/08	Africa	Reunion	LePort	Reunion
hCoV-19/Africa/Reunion/LePort/EPI_ISL_2629532/2021-06-08	EPI_ISL_2629532	2021/06/08	Africa	Reunion	LePort	Reunion
hCoV-19/Africa/Reunion/LePort/EPI_ISL_2629533/2021-06-08	EPI_ISL_2629533	2021/06/08	Africa	Reunion	LePort	Reunion
hCoV-19/Europe/France/PaysdelaLoire/LeMans/EPI_ISL_2629564/2021-06-06	EPI_ISL_2629564	2021/06/06	Europe	France	PaysdelaLoire	France
hCoV-19/NorthAmerica/USA/Oregon/LaneCounty/EPI_ISL_2631153/2021-06-08	EPI_ISL_2631153	2021/06/08	NorthAmerica	USA	Oregon	USA
hCoV-19/NorthAmerica/USA/NewYork/NewYorkCity/EPI_ISL_2631347/2021-06-03	EPI_ISL_2631347	2021/06/03	NorthAmerica	USA	NewYork	USA
hCoV-19/Europe/Germany/Baden-Wurttemberg/EPI_ISL_2631566/2021-06-05	EPI_ISL_2631566	2021/06/05	Europe	Germany	Baden-Wurttemberg	Germany
hCoV-19/Europe/Germany/Baden-Wurttemberg/EPI_ISL_2631582/2021-06-05	EPI_ISL_2631582	2021/06/05	Europe	Germany	Baden-Wurttemberg	Germany
hCoV-19/Europe/Germany/NorthRhine-Westphalia/EPI_ISL_2631601/2021-06-03	EPI_ISL_2631601	2021/06/03	Europe	Germany	NorthRhine-Westphalia	Germany
hCoV-19/Europe/Germany/Baden-Wurttemberg/EPI_ISL_2631616/2021-06-05	EPI_ISL_2631616	2021/06/05	Europe	Germany	Baden-Wurttemberg	Germany
hCoV-19/Europe/Germany/Baden-Wurttemberg/EPI_ISL_2631694/2021-06-03	EPI_ISL_2631694	2021/06/03	Europe	Germany	Baden-Wurttemberg	Germany
hCoV-19/Europe/Germany/NorthRhine-Westphalia/EPI_ISL_2631828/2021-06-04	EPI_ISL_2631828	2021/06/04	Europe	Germany	NorthRhine-Westphalia	Germany
hCoV-19/Europe/Germany/Baden-Wurttemberg/EPI_ISL_2631923/2021-05-19	EPI_ISL_2631923	2021/05/19	Europe	Germany	Baden-Wurttemberg	Germany
hCoV-19/Europe/Germany/Baden-Wurttemberg/EPI_ISL_2631924/2021-05-19	EPI_ISL_2631924	2021/05/19	Europe	Germany	Baden-Wurttemberg	Germany
hCoV-19/Europe/Germany/Baden-Wurttemberg/EPI_ISL_2631930/2021-05-19	EPI_ISL_2631930	2021/05/19	Europe	Germany	Baden-Wurttemberg	Germany
hCoV-19/Europe/Germany/Baden-Wurttemberg/EPI_ISL_2631931/2021-05-19	EPI_ISL_2631931	2021/05/19	Europe	Germany	Baden-Wurttemberg	Germany
hCoV-19/Europe/Germany/LowerSaxony/EPI_ISL_2632328/2021-05-19	EPI_ISL_2632328	2021/05/19	Europe	Germany	LowerSaxony	Germany
hCoV-19/Europe/Germany/Saarland/EPI_ISL_2632382/2021-05-27	EPI_ISL_2632382	2021/05/27	Europe	Germany	Saarland	Germany
hCoV-19/Europe/Germany/LowerSaxony/EPI_ISL_2632814/2021-05-26	EPI_ISL_2632814	2021/05/26	Europe	Germany	LowerSaxony	Germany
hCoV-19/Europe/Germany/LowerSaxony/EPI_ISL_2632815/2021-05-20	EPI_ISL_2632815	2021/05/20	Europe	Germany	LowerSaxony	Germany
hCoV-19/Europe/Germany/LowerSaxony/EPI_ISL_2632822/2021-05-26	EPI_ISL_2632822	2021/05/26	Europe	Germany	LowerSaxony	Germany
hCoV-19/Europe/Germany/LowerSaxony/EPI_ISL_2633408/2021-05-31	EPI_ISL_2633408	2021/05/31	Europe	Germany	LowerSaxony	Germany
hCoV-19/Europe/Germany/LowerSaxony/EPI_ISL_2633420/2021-05-30	EPI_ISL_2633420	2021/05/30	Europe	Germany	LowerSaxony	Germany
hCoV-19/Europe/Germany/LowerSaxony/EPI_ISL_2633452/2021-05-30	EPI_ISL_2633452	2021/05/30	Europe	Germany	LowerSaxony	Germany
hCoV-19/Europe/Germany/LowerSaxony/EPI_ISL_2633457/2021-06-01	EPI_ISL_2633457	2021/06/01	Europe	Germany	LowerSaxony	Germany
hCoV-19/Oceania/Australia/NewSouthWales/Sydney/EPI_ISL_2633511/2021-06-17	EPI_ISL_2633511	2021/06/17	Oceania	Australia	NewSouthWales	Australia
hCoV-19/Europe/Germany/Baden-Wurttemberg/EPI_ISL_2634518/2021-05-24	EPI_ISL_2634518	2021/05/24	Europe	Germany	Baden-Wurttemberg	Germany
hCoV-19/Europe/Germany/Baden-Wurttemberg/EPI_ISL_2634543/2021-05-24	EPI_ISL_2634543	2021/05/24	Europe	Germany	Baden-Wurttemberg	Germany
hCoV-19/NorthAmerica/USA/Missouri/EPI_ISL_2635142/2021-06-02	EPI_ISL_2635142	2021/06/02	NorthAmerica	USA	Missouri	USA
hCoV-19/Europe/Germany/Rhineland-Palatinate/EPI_ISL_2635143/2021-06-10	EPI_ISL_2635143	2021/06/10	Europe	Germany	Rhineland-Palatinate	Germany
hCoV-19/Europe/Germany/Bavaria/EPI_ISL_2635450/2021-06-10	EPI_ISL_2635450	2021/06/10	Europe	Germany	Bavaria	Germany
hCoV-19/Europe/Germany/Bavaria/EPI_ISL_2635538/2021-05-12	EPI_ISL_2635538	2021/05/12	Europe	Germany	Bavaria	Germany
hCoV-19/Europe/Germany/Hesse/EPI_ISL_2635612/2021-06-04	EPI_ISL_2635612	2021/06/04	Europe	Germany	Hesse	Germany
hCoV-19/Europe/Germany/Rhineland-Palatinate/EPI_ISL_2635807/2021-06-05	EPI_ISL_2635807	2021/06/05	Europe	Germany	Rhineland-Palatinate	Germany
hCoV-19/Europe/Germany/Bavaria/EPI_ISL_2635908/2021-05-18	EPI_ISL_2635908	2021/05/18	Europe	Germany	Bavaria	Germany
hCoV-19/Europe/Germany/Bavaria/EPI_ISL_2635920/2021-05-19	EPI_ISL_2635920	2021/05/19	Europe	Germany	Bavaria	Germany
hCoV-19/Europe/Germany/Bavaria/EPI_ISL_2635980/2021-04-26	EPI_ISL_2635980	2021/04/26	Europe	Germany	Bavaria	Germany
hCoV-19/Europe/Germany/Bavaria/EPI_ISL_2635987/2021-04-29	EPI_ISL_2635987	2021/04/29	Europe	Germany	Bavaria	Germany
hCoV-19/Asia/Israel/TelAviv/EPI_ISL_2636152/2021-05-15	EPI_ISL_2636152	2021/05/15	Asia	Israel	TelAviv	Israel
hCoV-19/Europe/Germany/Saxony/EPI_ISL_2636245/2021-05-15	EPI_ISL_2636245	2021/05/15	Europe	Germany	Saxony	Germany
hCoV-19/Europe/Germany/Saxony/EPI_ISL_2636303/2021-05-18	EPI_ISL_2636303	2021/05/18	Europe	Germany	Saxony	Germany
hCoV-19/Asia/Israel/SouthernCoast/EPI_ISL_2636305/2021-05-28	EPI_ISL_2636305	2021/05/28	Asia	Israel	SouthernCoast	Israel
hCoV-19/Europe/Germany/Saxony/EPI_ISL_2636320/2021-05-18	EPI_ISL_2636320	2021/05/18	Europe	Germany	Saxony	Germany
hCoV-19/Europe/Germany/Saxony/EPI_ISL_2636327/2021-05-15	EPI_ISL_2636327	2021/05/15	Europe	Germany	Saxony	Germany
hCoV-19/Europe/Germany/NorthRhine-Westphalia/EPI_ISL_2636778/2021-06-07	EPI_ISL_2636778	2021/06/07	Europe	Germany	NorthRhine-Westphalia	Germany
hCoV-19/Europe/Germany/LowerSaxony/EPI_ISL_2636891/2021-06-03	EPI_ISL_2636891	2021/06/03	Europe	Germany	LowerSaxony	Germany
hCoV-19/Europe/Spain/Catalunya/EPI_ISL_2637242/2021-04-29	EPI_ISL_2637242	2021/04/29	Europe	Spain	Catalunya	Spain
hCoV-19/Europe/Spain/Catalunya/EPI_ISL_2637243/2021-04-27	EPI_ISL_2637243	2021/04/27	Europe	Spain	Catalunya	Spain
hCoV-19/Europe/France/Ile-de-France/EPI_ISL_2637398/2021-05-25	EPI_ISL_2637398	2021/05/25	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/EPI_ISL_2637399/2021-05-26	EPI_ISL_2637399	2021/05/26	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/EPI_ISL_2637420/2021-05-25	EPI_ISL_2637420	2021/05/25	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/EPI_ISL_2637437/2021-05-25	EPI_ISL_2637437	2021/05/25	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/EPI_ISL_2637449/2021-05-21	EPI_ISL_2637449	2021/05/21	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/EPI_ISL_2637466/2021-05-25	EPI_ISL_2637466	2021/05/25	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/EPI_ISL_2637467/2021-05-31	EPI_ISL_2637467	2021/05/31	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/EPI_ISL_2637468/2021-05-30	EPI_ISL_2637468	2021/05/30	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/EPI_ISL_2637473/2021-05-25	EPI_ISL_2637473	2021/05/25	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/EPI_ISL_2637476/2021-05-25	EPI_ISL_2637476	2021/05/25	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/EPI_ISL_2637481/2021-05-25	EPI_ISL_2637481	2021/05/25	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/EPI_ISL_2637494/2021-05-27	EPI_ISL_2637494	2021/05/27	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/EPI_ISL_2637524/2021-06-08	EPI_ISL_2637524	2021/06/08	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Hauts-de-France/EPI_ISL_2637532/2021-06-09	EPI_ISL_2637532	2021/06/09	Europe	France	Hauts-de-France	France
hCoV-19/Europe/France/Ile-de-France/EPI_ISL_2637537/2021-05-11	EPI_ISL_2637537	2021/05/11	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Hauts-de-France/EPI_ISL_2637567/2021-06-07	EPI_ISL_2637567	2021/06/07	Europe	France	Hauts-de-France	France
hCoV-19/Europe/France/Ile-de-France/EPI_ISL_2637598/2021-03-02	EPI_ISL_2637598	2021/03/02	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/EPI_ISL_2637615/2021-06-06	EPI_ISL_2637615	2021/06/06	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/EPI_ISL_2637638/2021-06-08	EPI_ISL_2637638	2021/06/08	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/EPI_ISL_2637653/2021-06-08	EPI_ISL_2637653	2021/06/08	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/EPI_ISL_2637668/2021-06-08	EPI_ISL_2637668	2021/06/08	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/EPI_ISL_2637683/2021-06-08	EPI_ISL_2637683	2021/06/08	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Bourgogne-Franche-Comte/EPI_ISL_2637723/2021-06-02	EPI_ISL_2637723	2021/06/02	Europe	France	Bourgogne-Franche-Comte	France
hCoV-19/Europe/France/GrandEst/EPI_ISL_2637767/2021-06-07	EPI_ISL_2637767	2021/06/07	Europe	France	GrandEst	France
hCoV-19/Europe/France/Ile-de-France/EPI_ISL_2637815/2021-03-01	EPI_ISL_2637815	2021/03/01	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/EPI_ISL_2637816/2021-06-07	EPI_ISL_2637816	2021/06/07	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Normandie/EPI_ISL_2637828/2021-06-08	EPI_ISL_2637828	2021/06/08	Europe	France	Normandie	France
hCoV-19/Europe/France/GrandEst/EPI_ISL_2637832/2021-06-07	EPI_ISL_2637832	2021/06/07	Europe	France	GrandEst	France
hCoV-19/Europe/France/Hauts-de-France/EPI_ISL_2637858/2021-06-11	EPI_ISL_2637858	2021/06/11	Europe	France	Hauts-de-France	France
hCoV-19/Europe/France/Ile-de-France/EPI_ISL_2637880/2021-06-07	EPI_ISL_2637880	2021/06/07	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/EPI_ISL_2637890/2021-06-07	EPI_ISL_2637890	2021/06/07	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/EPI_ISL_2637926/2021-06-08	EPI_ISL_2637926	2021/06/08	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Hauts-de-France/EPI_ISL_2637932/2021-06-10	EPI_ISL_2637932	2021/06/10	Europe	France	Hauts-de-France	France
hCoV-19/Europe/France/Ile-de-France/EPI_ISL_2637944/2021-06-07	EPI_ISL_2637944	2021/06/07	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/EPI_ISL_2637995/2021-06-08	EPI_ISL_2637995	2021/06/08	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/EPI_ISL_2638017/2021-06-07	EPI_ISL_2638017	2021/06/07	Europe	France	Ile-de-France	France
hCoV-19/Africa/Zambia/Lusaka/EPI_ISL_2638048/2021-02-03	EPI_ISL_2638048	2021/02/03	Africa	Zambia	Lusaka	Zambia
hCoV-19/Europe/Italy/Veneto/EPI_ISL_2638109/2021-06-01	EPI_ISL_2638109	2021/06/01	Europe	Italy	Veneto	Italy
hCoV-19/Europe/UnitedKingdom/England/EPI_ISL_2641722/2021-04-07	EPI_ISL_2641722	2021/04/07	Europe	UnitedKingdom	England	UnitedKingdom
hCoV-19/Europe/Estonia/Ida-Viru/EPI_ISL_2642143/2021-03-24	EPI_ISL_2642143	2021/03/24	Europe	Estonia	Ida-Viru	Estonia
hCoV-19/Europe/Estonia/Polva/EPI_ISL_2642151/2021-03-26	EPI_ISL_2642151	2021/03/26	Europe	Estonia	Polva	Estonia
hCoV-19/Europe/Estonia/Polva/EPI_ISL_2642162/2021-03-25	EPI_ISL_2642162	2021/03/25	Europe	Estonia	Polva	Estonia
hCoV-19/Europe/Estonia/Valga/EPI_ISL_2642280/2021-03-22	EPI_ISL_2642280	2021/03/22	Europe	Estonia	Valga	Estonia
hCoV-19/Europe/Estonia/EPI_ISL_2642324/2021-03-21	EPI_ISL_2642324	2021/03/21	Europe	Estonia	EPI_ISL_2642324	Estonia
hCoV-19/Europe/Estonia/Harju/EPI_ISL_2642914/2021-04-01	EPI_ISL_2642914	2021/04/01	Europe	Estonia	Harju	Estonia
hCoV-19/Europe/Estonia/Tartu/EPI_ISL_2642927/2021-04-01	EPI_ISL_2642927	2021/04/01	Europe	Estonia	Tartu	Estonia
hCoV-19/Europe/Estonia/Polva/EPI_ISL_2642928/2021-04-01	EPI_ISL_2642928	2021/04/01	Europe	Estonia	Polva	Estonia
hCoV-19/Europe/Estonia/Harju/EPI_ISL_2642947/2021-03-31	EPI_ISL_2642947	2021/03/31	Europe	Estonia	Harju	Estonia
hCoV-19/Europe/Estonia/Valga/EPI_ISL_2642952/2021-04-03	EPI_ISL_2642952	2021/04/03	Europe	Estonia	Valga	Estonia
hCoV-19/Europe/Estonia/Harju/EPI_ISL_2642956/2021-04-03	EPI_ISL_2642956	2021/04/03	Europe	Estonia	Harju	Estonia
hCoV-19/Europe/Estonia/Jogeva/EPI_ISL_2643081/2021-03-24	EPI_ISL_2643081	2021/03/24	Europe	Estonia	Jogeva	Estonia
hCoV-19/Europe/Estonia/Tartu/EPI_ISL_2643090/2021-03-24	EPI_ISL_2643090	2021/03/24	Europe	Estonia	Tartu	Estonia
hCoV-19/Europe/Estonia/Voru/EPI_ISL_2643148/2021-03-21	EPI_ISL_2643148	2021/03/21	Europe	Estonia	Voru	Estonia
hCoV-19/Europe/Finland/EPI_ISL_2644869/2021-05-08	EPI_ISL_2644869	2021/05/08	Europe	Finland	EPI_ISL_2644869	Finland
hCoV-19/Europe/Finland/EPI_ISL_2644876/2021-05-08	EPI_ISL_2644876	2021/05/08	Europe	Finland	EPI_ISL_2644876	Finland
hCoV-19/Europe/Finland/EPI_ISL_2644899/2021-05-05	EPI_ISL_2644899	2021/05/05	Europe	Finland	EPI_ISL_2644899	Finland
hCoV-19/Europe/Finland/EPI_ISL_2644907/2021-05-07	EPI_ISL_2644907	2021/05/07	Europe	Finland	EPI_ISL_2644907	Finland
hCoV-19/Europe/Finland/EPI_ISL_2644910/2021-05-09	EPI_ISL_2644910	2021/05/09	Europe	Finland	EPI_ISL_2644910	Finland
hCoV-19/Europe/Finland/EPI_ISL_2644940/2021-05-03	EPI_ISL_2644940	2021/05/03	Europe	Finland	EPI_ISL_2644940	Finland
hCoV-19/Europe/Finland/EPI_ISL_2645037/2021-05-10	EPI_ISL_2645037	2021/05/10	Europe	Finland	EPI_ISL_2645037	Finland
hCoV-19/Europe/Finland/EPI_ISL_2645092/2021-05-14	EPI_ISL_2645092	2021/05/14	Europe	Finland	EPI_ISL_2645092	Finland
hCoV-19/Europe/Finland/EPI_ISL_2645124/2021-05-14	EPI_ISL_2645124	2021/05/14	Europe	Finland	EPI_ISL_2645124	Finland
hCoV-19/Europe/Finland/EPI_ISL_2645201/2021-05-20	EPI_ISL_2645201	2021/05/20	Europe	Finland	EPI_ISL_2645201	Finland
hCoV-19/NorthAmerica/USA/Nebraska/EPI_ISL_2645761/2021-05-06	EPI_ISL_2645761	2021/05/06	NorthAmerica	USA	Nebraska	USA
hCoV-19/NorthAmerica/USA/Nebraska/EPI_ISL_2645786/2021-05-10	EPI_ISL_2645786	2021/05/10	NorthAmerica	USA	Nebraska	USA
hCoV-19/Europe/France/Hauts-de-France/EPI_ISL_2646145/2021-05-31	EPI_ISL_2646145	2021/05/31	Europe	France	Hauts-de-France	France
hCoV-19/Europe/France/Hauts-de-France/EPI_ISL_2646175/2021-06-03	EPI_ISL_2646175	2021/06/03	Europe	France	Hauts-de-France	France
hCoV-19/Europe/France/Hauts-de-France/EPI_ISL_2646178/2021-06-04	EPI_ISL_2646178	2021/06/04	Europe	France	Hauts-de-France	France
hCoV-19/Europe/France/Hauts-de-France/EPI_ISL_2646195/2021-06-07	EPI_ISL_2646195	2021/06/07	Europe	France	Hauts-de-France	France
hCoV-19/Africa/Reunion/EPI_ISL_2646285/2021-05-30	EPI_ISL_2646285	2021/05/30	Africa	Reunion	EPI_ISL_2646285	Reunion
hCoV-19/Africa/Reunion/EPI_ISL_2646288/2021-05-31	EPI_ISL_2646288	2021/05/31	Africa	Reunion	EPI_ISL_2646288	Reunion
hCoV-19/Africa/Reunion/EPI_ISL_2646289/2021-05-31	EPI_ISL_2646289	2021/05/31	Africa	Reunion	EPI_ISL_2646289	Reunion
hCoV-19/Africa/Reunion/EPI_ISL_2646292/2021-06-01	EPI_ISL_2646292	2021/06/01	Africa	Reunion	EPI_ISL_2646292	Reunion
hCoV-19/Africa/Reunion/EPI_ISL_2646293/2021-06-04	EPI_ISL_2646293	2021/06/04	Africa	Reunion	EPI_ISL_2646293	Reunion
hCoV-19/Africa/Reunion/EPI_ISL_2646294/2021-06-01	EPI_ISL_2646294	2021/06/01	Africa	Reunion	EPI_ISL_2646294	Reunion
hCoV-19/Africa/Reunion/EPI_ISL_2646295/2021-06-01	EPI_ISL_2646295	2021/06/01	Africa	Reunion	EPI_ISL_2646295	Reunion
hCoV-19/Africa/Reunion/EPI_ISL_2646296/2021-06-01	EPI_ISL_2646296	2021/06/01	Africa	Reunion	EPI_ISL_2646296	Reunion
hCoV-19/Africa/Reunion/EPI_ISL_2646297/2021-06-02	EPI_ISL_2646297	2021/06/02	Africa	Reunion	EPI_ISL_2646297	Reunion
hCoV-19/Africa/Reunion/EPI_ISL_2646298/2021-06-02	EPI_ISL_2646298	2021/06/02	Africa	Reunion	EPI_ISL_2646298	Reunion
hCoV-19/NorthAmerica/USA/NorthCarolina/EPI_ISL_2647296/2021-05-21	EPI_ISL_2647296	2021/05/21	NorthAmerica	USA	NorthCarolina	USA
hCoV-19/NorthAmerica/USA/Missouri/EPI_ISL_2647311/2021-05-18	EPI_ISL_2647311	2021/05/18	NorthAmerica	USA	Missouri	USA
