Name	AccessionID	Date	Continent	Location	Region	Location_with_Region
MN908947.3	NC_045512	2019/12/01	Asia	China	Wuhan	China
hCoV-19/Africa/DemocraticRepublicoftheCongo/Bukavu/EPI_ISL_10011314/2021-05-23	EPI_ISL_10011314	2021/05/23	Africa	DemocraticRepublicoftheCongo	Bukavu	DemocraticRepublicoftheCongo
hCoV-19/Europe/France/Ile-de-France/SaintMande/EPI_ISL_1001390/2021-01-30	EPI_ISL_1001390	2021/01/30	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Provence-Alpes-CotedAzur/Provence/Martigues/EPI_ISL_1001459/2021-01-27	EPI_ISL_1001459	2021/01/27	Europe	France	Provence-Alpes-CotedAzur	France
hCoV-19/Europe/France/Provence-Alpes-CotedAzur/Provence/Martigues/EPI_ISL_1001463/2021-01-27	EPI_ISL_1001463	2021/01/27	Europe	France	Provence-Alpes-CotedAzur	France
hCoV-19/Europe/France/Provence-Alpes-CotedAzur/Provence/Luynes/EPI_ISL_1001573/2021-01-27	EPI_ISL_1001573	2021/01/27	Europe	France	Provence-Alpes-CotedAzur	France
hCoV-19/Europe/Switzerland/Bern/EPI_ISL_1001863/2021-01-10	EPI_ISL_1001863	2021/01/10	Europe	Switzerland	Bern	Switzerland
hCoV-19/Europe/Switzerland/Zurich/EPI_ISL_1001864/2021-01-18	EPI_ISL_1001864	2021/01/18	Europe	Switzerland	Zurich	Switzerland
hCoV-19/Europe/Switzerland/Basel-Landschaft/EPI_ISL_1002349/2021-01-21	EPI_ISL_1002349	2021/01/21	Europe	Switzerland	Basel-Landschaft	Switzerland
hCoV-19/Europe/France/Provence-Alpes-CotedAzur/Provence/Martigues/EPI_ISL_1004174/2021-01-27	EPI_ISL_1004174	2021/01/27	Europe	France	Provence-Alpes-CotedAzur	France
hCoV-19/Oceania/Australia/NewSouthWales/Sydney/EPI_ISL_1005536/2021-01-11	EPI_ISL_1005536	2021/01/11	Oceania	Australia	NewSouthWales	Australia
hCoV-19/Oceania/Australia/NewSouthWales/Sydney/EPI_ISL_1005538/2021-01-14	EPI_ISL_1005538	2021/01/14	Oceania	Australia	NewSouthWales	Australia
hCoV-19/Europe/France/Provence-Alpes-CotedAzur/Provence/Martigues/EPI_ISL_1005682/2021-01-28	EPI_ISL_1005682	2021/01/28	Europe	France	Provence-Alpes-CotedAzur	France
hCoV-19/Europe/France/Provence-Alpes-CotedAzur/Provence/Martigues/EPI_ISL_1005683/2021-01-27	EPI_ISL_1005683	2021/01/27	Europe	France	Provence-Alpes-CotedAzur	France
hCoV-19/Europe/France/Ile-de-France/Essonne/EPI_ISL_1005686/2021-01-27	EPI_ISL_1005686	2021/01/27	Europe	France	Ile-de-France	France
hCoV-19/Europe/France/Ile-de-France/EPI_ISL_1005688/2021-01-27	EPI_ISL_1005688	2021/01/27	Europe	France	Ile-de-France	France
hCoV-19/Europe/UnitedKingdom/England/EPI_ISL_1006475/2021-01-27	EPI_ISL_1006475	2021/01/27	Europe	UnitedKingdom	England	UnitedKingdom
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_10067401/2020-12-21	EPI_ISL_10067401	2020/12/21	Africa	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_10067403/2020-12-20	EPI_ISL_10067403	2020/12/20	Africa	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Europe/Norway/Nordland/EPI_ISL_10068021/2021-02-16	EPI_ISL_10068021	2021/02/16	Europe	Norway	Nordland	Norway
hCoV-19/Europe/Norway/Nordland/EPI_ISL_10068022/2021-02-18	EPI_ISL_10068022	2021/02/18	Europe	Norway	Nordland	Norway
hCoV-19/Europe/UnitedKingdom/England/EPI_ISL_1006970/2021-02-01	EPI_ISL_1006970	2021/02/01	Europe	UnitedKingdom	England	UnitedKingdom
hCoV-19/Africa/CotedIvoire/Dabou/EPI_ISL_10070654/2021-08-23	EPI_ISL_10070654	2021/08/23	Africa	CotedIvoire	Dabou	CotedIvoire
hCoV-19/Europe/UnitedKingdom/England/EPI_ISL_1007076/2021-02-01	EPI_ISL_1007076	2021/02/01	Europe	UnitedKingdom	England	UnitedKingdom
hCoV-19/Europe/Norway/Viken/EPI_ISL_10071220/2021-02-17	EPI_ISL_10071220	2021/02/17	Europe	Norway	Viken	Norway
hCoV-19/Europe/Norway/Nordland/EPI_ISL_10071221/2021-02-21	EPI_ISL_10071221	2021/02/21	Europe	Norway	Nordland	Norway
hCoV-19/Europe/Norway/Nordland/EPI_ISL_10071222/2021-02-21	EPI_ISL_10071222	2021/02/21	Europe	Norway	Nordland	Norway
hCoV-19/Europe/Switzerland/Vaud/EPI_ISL_1007603/2021-01-14	EPI_ISL_1007603	2021/01/14	Europe	Switzerland	Vaud	Switzerland
hCoV-19/Europe/Switzerland/Vaud/EPI_ISL_1007636/2021-01-24	EPI_ISL_1007636	2021/01/24	Europe	Switzerland	Vaud	Switzerland
hCoV-19/Asia/SouthKorea/EPI_ISL_1007655/2021-01-13	EPI_ISL_1007655	2021/01/13	Asia	SouthKorea		SouthKorea
hCoV-19/Asia/SouthKorea/EPI_ISL_1007656/2021-01-19	EPI_ISL_1007656	2021/01/19	Asia	SouthKorea		SouthKorea
hCoV-19/Asia/SouthKorea/EPI_ISL_1007657/2021-01-17	EPI_ISL_1007657	2021/01/17	Asia	SouthKorea		SouthKorea
hCoV-19/Asia/Thailand/EPI_ISL_1007659/2021-02-12	EPI_ISL_1007659	2021/02/12	Asia	Thailand		Thailand
hCoV-19/Africa/CotedIvoire/Abidjan/EPI_ISL_10077503/2021-08-23	EPI_ISL_10077503	2021/08/23	Africa	CotedIvoire	Abidjan	CotedIvoire
hCoV-19/Africa/CotedIvoire/Abidjan/EPI_ISL_10077816/2021-03-24	EPI_ISL_10077816	2021/03/24	Africa	CotedIvoire	Abidjan	CotedIvoire
hCoV-19/Africa/CotedIvoire/Abidjan/EPI_ISL_10080096/2021-03-18	EPI_ISL_10080096	2021/03/18	Africa	CotedIvoire	Abidjan	CotedIvoire
hCoV-19/Africa/CotedIvoire/Grand-Bassam/EPI_ISL_10080099/2021-03-24	EPI_ISL_10080099	2021/03/24	Africa	CotedIvoire	Grand-Bassam	CotedIvoire
hCoV-19/Africa/CotedIvoire/Abidjan/EPI_ISL_10080101/2021-03-06	EPI_ISL_10080101	2021/03/06	Africa	CotedIvoire	Abidjan	CotedIvoire
hCoV-19/Africa/CotedIvoire/Abidjan/EPI_ISL_10080104/2021-03-06	EPI_ISL_10080104	2021/03/06	Africa	CotedIvoire	Abidjan	CotedIvoire
hCoV-19/Europe/Austria/Vienna/EPI_ISL_1008244/2021-01-22	EPI_ISL_1008244	2021/01/22	Europe	Austria	Vienna	Austria
hCoV-19/Europe/Sweden/Jonkoping/EPI_ISL_1008400/2021-01-07	EPI_ISL_1008400	2021/01/07	Europe	Sweden	Jonkoping	Sweden
hCoV-19/Europe/Sweden/Vastmanland/EPI_ISL_1008559/2021-01-21	EPI_ISL_1008559	2021/01/21	Europe	Sweden	Vastmanland	Sweden
hCoV-19/Europe/Sweden/Vastmanland/EPI_ISL_1008560/2021-01-25	EPI_ISL_1008560	2021/01/25	Europe	Sweden	Vastmanland	Sweden
hCoV-19/Europe/Sweden/Vastmanland/EPI_ISL_1008561/2021-01-25	EPI_ISL_1008561	2021/01/25	Europe	Sweden	Vastmanland	Sweden
hCoV-19/Europe/Turkey/EPI_ISL_1008633/2021-01-21	EPI_ISL_1008633	2021/01/21	Europe	Turkey	EPI_ISL_1008633	Turkey
hCoV-19/Europe/Turkey/EPI_ISL_1008644/2021-01-22	EPI_ISL_1008644	2021/01/22	Europe	Turkey	EPI_ISL_1008644	Turkey
hCoV-19/Africa/Zambia/Choma/Macha/EPI_ISL_10113810/2021-02-18	EPI_ISL_10113810	2021/02/18	Africa	Zambia	Choma	Zambia
hCoV-19/Africa/Zambia/Choma/Macha/EPI_ISL_10113811/2021-02-18	EPI_ISL_10113811	2021/02/18	Africa	Zambia	Choma	Zambia
hCoV-19/Africa/Zambia/Choma/Macha/EPI_ISL_10113812/2021-02-18	EPI_ISL_10113812	2021/02/18	Africa	Zambia	Choma	Zambia
hCoV-19/Africa/Zambia/Choma/Macha/EPI_ISL_10113813/2021-02-18	EPI_ISL_10113813	2021/02/18	Africa	Zambia	Choma	Zambia
hCoV-19/Africa/Zambia/Choma/Macha/EPI_ISL_10113814/2021-02-18	EPI_ISL_10113814	2021/02/18	Africa	Zambia	Choma	Zambia
hCoV-19/Africa/Zambia/Choma/Macha/EPI_ISL_10113816/2021-02-18	EPI_ISL_10113816	2021/02/18	Africa	Zambia	Choma	Zambia
hCoV-19/Africa/Zambia/Choma/Macha/EPI_ISL_10113817/2021-02-18	EPI_ISL_10113817	2021/02/18	Africa	Zambia	Choma	Zambia
hCoV-19/Africa/Zambia/Choma/Macha/EPI_ISL_10113818/2021-02-18	EPI_ISL_10113818	2021/02/18	Africa	Zambia	Choma	Zambia
hCoV-19/Africa/CotedIvoire/Abidjan/EPI_ISL_10116516/2021-02-11	EPI_ISL_10116516	2021/02/11	Africa	CotedIvoire	Abidjan	CotedIvoire
hCoV-19/NorthAmerica/USA/Massachusetts/EPI_ISL_1011702/2021-01-27	EPI_ISL_1011702	2021/01/27	NorthAmerica	USA	Massachusetts	USA
hCoV-19/Europe/UnitedKingdom/Wales/EPI_ISL_1012736/2021-01-25	EPI_ISL_1012736	2021/01/25	Europe	UnitedKingdom	Wales	UnitedKingdom
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013103/2021-01-11	EPI_ISL_1013103	2021/01/11	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013108/2021-01-11	EPI_ISL_1013108	2021/01/11	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013121/2021-01-12	EPI_ISL_1013121	2021/01/12	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013131/2021-01-13	EPI_ISL_1013131	2021/01/13	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013132/2021-01-13	EPI_ISL_1013132	2021/01/13	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013133/2021-01-13	EPI_ISL_1013133	2021/01/13	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013135/2021-01-13	EPI_ISL_1013135	2021/01/13	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013146/2021-01-13	EPI_ISL_1013146	2021/01/13	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013147/2021-01-12	EPI_ISL_1013147	2021/01/12	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013148/2021-01-12	EPI_ISL_1013148	2021/01/12	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013149/2021-01-12	EPI_ISL_1013149	2021/01/12	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013150/2021-01-12	EPI_ISL_1013150	2021/01/12	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013151/2021-01-12	EPI_ISL_1013151	2021/01/12	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013153/2021-01-13	EPI_ISL_1013153	2021/01/13	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013154/2021-01-13	EPI_ISL_1013154	2021/01/13	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013155/2021-01-13	EPI_ISL_1013155	2021/01/13	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013156/2021-01-13	EPI_ISL_1013156	2021/01/13	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013159/2021-01-13	EPI_ISL_1013159	2021/01/13	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013161/2021-01-13	EPI_ISL_1013161	2021/01/13	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013162/2021-01-13	EPI_ISL_1013162	2021/01/13	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013164/2021-01-12	EPI_ISL_1013164	2021/01/12	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013172/2021-01-13	EPI_ISL_1013172	2021/01/13	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013173/2021-01-13	EPI_ISL_1013173	2021/01/13	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013177/2021-01-14	EPI_ISL_1013177	2021/01/14	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013182/2021-01-12	EPI_ISL_1013182	2021/01/12	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013183/2021-01-12	EPI_ISL_1013183	2021/01/12	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013184/2021-01-12	EPI_ISL_1013184	2021/01/12	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013185/2021-01-12	EPI_ISL_1013185	2021/01/12	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013186/2021-01-13	EPI_ISL_1013186	2021/01/13	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013187/2021-01-12	EPI_ISL_1013187	2021/01/12	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013188/2021-01-13	EPI_ISL_1013188	2021/01/13	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013189/2021-01-12	EPI_ISL_1013189	2021/01/12	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013190/2021-01-14	EPI_ISL_1013190	2021/01/14	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013191/2021-01-14	EPI_ISL_1013191	2021/01/14	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013192/2021-01-14	EPI_ISL_1013192	2021/01/14	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013193/2021-01-14	EPI_ISL_1013193	2021/01/14	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013194/2021-01-14	EPI_ISL_1013194	2021/01/14	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013195/2021-01-14	EPI_ISL_1013195	2021/01/14	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013196/2021-01-14	EPI_ISL_1013196	2021/01/14	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013197/2021-01-12	EPI_ISL_1013197	2021/01/12	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013198/2021-01-12	EPI_ISL_1013198	2021/01/12	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013199/2021-01-14	EPI_ISL_1013199	2021/01/14	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013200/2021-01-14	EPI_ISL_1013200	2021/01/14	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013201/2021-01-14	EPI_ISL_1013201	2021/01/14	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013202/2021-01-14	EPI_ISL_1013202	2021/01/14	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013203/2021-01-14	EPI_ISL_1013203	2021/01/14	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013204/2021-01-14	EPI_ISL_1013204	2021/01/14	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013207/2021-01-14	EPI_ISL_1013207	2021/01/14	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013224/2021-01-27	EPI_ISL_1013224	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013225/2021-01-28	EPI_ISL_1013225	2021/01/28	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013226/2021-01-29	EPI_ISL_1013226	2021/01/29	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013227/2021-01-28	EPI_ISL_1013227	2021/01/28	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013228/2021-01-29	EPI_ISL_1013228	2021/01/29	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013229/2021-01-29	EPI_ISL_1013229	2021/01/29	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013230/2021-01-29	EPI_ISL_1013230	2021/01/29	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013231/2021-01-26	EPI_ISL_1013231	2021/01/26	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013232/2021-01-28	EPI_ISL_1013232	2021/01/28	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013233/2021-01-29	EPI_ISL_1013233	2021/01/29	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013237/2021-01-29	EPI_ISL_1013237	2021/01/29	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013238/2021-01-26	EPI_ISL_1013238	2021/01/26	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013244/2021-01-26	EPI_ISL_1013244	2021/01/26	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013245/2021-01-26	EPI_ISL_1013245	2021/01/26	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013246/2021-01-26	EPI_ISL_1013246	2021/01/26	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013247/2021-01-26	EPI_ISL_1013247	2021/01/26	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013248/2021-01-26	EPI_ISL_1013248	2021/01/26	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013249/2021-01-26	EPI_ISL_1013249	2021/01/26	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013250/2021-01-26	EPI_ISL_1013250	2021/01/26	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013251/2021-01-26	EPI_ISL_1013251	2021/01/26	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013252/2021-01-26	EPI_ISL_1013252	2021/01/26	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013253/2021-01-26	EPI_ISL_1013253	2021/01/26	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013254/2021-01-26	EPI_ISL_1013254	2021/01/26	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013255/2021-01-26	EPI_ISL_1013255	2021/01/26	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013256/2021-01-26	EPI_ISL_1013256	2021/01/26	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013257/2021-01-26	EPI_ISL_1013257	2021/01/26	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013258/2021-01-27	EPI_ISL_1013258	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013259/2021-01-27	EPI_ISL_1013259	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013260/2021-01-27	EPI_ISL_1013260	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013261/2021-01-26	EPI_ISL_1013261	2021/01/26	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013262/2021-01-27	EPI_ISL_1013262	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013263/2021-01-27	EPI_ISL_1013263	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013264/2021-01-27	EPI_ISL_1013264	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013265/2021-01-27	EPI_ISL_1013265	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013266/2021-01-27	EPI_ISL_1013266	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013267/2021-01-27	EPI_ISL_1013267	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013268/2021-01-27	EPI_ISL_1013268	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013269/2021-01-27	EPI_ISL_1013269	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013270/2021-01-27	EPI_ISL_1013270	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013271/2021-01-27	EPI_ISL_1013271	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013272/2021-01-27	EPI_ISL_1013272	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013273/2021-01-27	EPI_ISL_1013273	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013274/2021-01-27	EPI_ISL_1013274	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013275/2021-01-27	EPI_ISL_1013275	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013276/2021-01-27	EPI_ISL_1013276	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013277/2021-01-27	EPI_ISL_1013277	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013278/2021-01-27	EPI_ISL_1013278	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013279/2021-01-27	EPI_ISL_1013279	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013280/2021-01-27	EPI_ISL_1013280	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013281/2021-01-27	EPI_ISL_1013281	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013282/2021-01-27	EPI_ISL_1013282	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013283/2021-01-27	EPI_ISL_1013283	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013284/2021-01-27	EPI_ISL_1013284	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013285/2021-01-27	EPI_ISL_1013285	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013286/2021-01-27	EPI_ISL_1013286	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013287/2021-01-27	EPI_ISL_1013287	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013288/2021-01-27	EPI_ISL_1013288	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
