,EventTime,Origin,Destination
1015,2021.4150200000001,SouthAfrica - Gauteng,SouthAfrica - FreeState
1016,2021.4753000000003,SouthAfrica - WesternCape,SouthAfrica - EasternCape
1017,2021.4561200000003,SouthAfrica - WesternCape,UnitedKingdom
1018,2021.4725700000001,SouthAfrica - WesternCape,Denmark
1019,2021.3602400000002,SouthAfrica - Gauteng,SouthAfrica - EasternCape
1020,2021.32463,SouthAfrica - Gauteng,SouthAfrica - NorthernCape
1021,2021.34434,SouthAfrica - Gauteng,SouthAfrica - NorthernCape
1022,2021.4506600000002,SouthAfrica - NorthernCape,SouthAfrica - NorthWest
1023,2021.27085,SouthAfrica - Gauteng,SouthAfrica - WesternCape
1024,2021.4917500000001,SouthAfrica - WesternCape,SouthAfrica - NorthernCape
1025,2021.4944900000003,SouthAfrica - Gauteng,SouthAfrica - NorthernCape
1026,2021.4506500000002,SouthAfrica - Gauteng,SouthAfrica - NorthWest
1027,2021.2344900000003,SouthAfrica - Gauteng,SouthAfrica - NorthernCape
1028,2021.4616100000003,SouthAfrica - NorthernCape,Botswana
1029,2021.3164000000002,SouthAfrica - NorthernCape,SouthAfrica - FreeState
1030,2021.3191400000003,SouthAfrica - NorthernCape,SouthAfrica - FreeState
1031,2021.41504,SouthAfrica - Gauteng,SouthAfrica - EasternCape
1032,2021.4232500000003,SouthAfrica - Gauteng,SouthAfrica - WesternCape
1033,2021.4424300000003,SouthAfrica - Gauteng,SouthAfrica - EasternCape
1034,2021.40955,SouthAfrica - Gauteng,SouthAfrica - FreeState
1035,2021.49997,SouthAfrica - Gauteng,SouthAfrica - NorthWest
1036,2021.2999700000003,SouthAfrica - Gauteng,SouthAfrica - NorthernCape
1037,2021.4314800000002,SouthAfrica - NorthernCape,SouthAfrica - Gauteng
1038,2021.3848900000003,SouthAfrica - Gauteng,SouthAfrica - EasternCape
1039,2021.6068100000002,SouthAfrica - Gauteng,SouthAfrica - Mpumalanga
1040,2021.3794200000002,SouthAfrica - Gauteng,SouthAfrica - FreeState
1041,2021.4177800000002,SouthAfrica - FreeState,SouthAfrica - WesternCape
1042,2021.4698300000002,SouthAfrica - WesternCape,SouthAfrica - Gauteng
1043,2020.8779700000002,SouthAfrica - KwaZulu-Natal,USA
1044,2021.1054400000003,USA,Germany
1045,2021.16846,USA,UnitedKingdom
1046,2021.17719,USA,Romania
1047,2021.23969,Romania,Ireland
1048,2021.0788100000002,USA,Switzerland
1049,2021.1246200000003,Switzerland,Poland
1050,2020.8121800000001,SouthAfrica - KwaZulu-Natal,SouthAfrica - Gauteng
1051,2020.99312,SouthAfrica - Gauteng,SouthAfrica - Mpumalanga
1052,2021.07805,SouthAfrica - Gauteng,Eswatini
1053,2021.0287300000002,SouthAfrica - Gauteng,Mozambique
1054,2021.0314700000001,SouthAfrica - Gauteng,Mozambique
1055,2021.0342100000003,SouthAfrica - Gauteng,Eswatini
1056,2021.0725700000003,SouthAfrica - Gauteng,Eswatini
1057,2021.0580000000002,SouthAfrica - Gauteng,SouthAfrica - KwaZulu-Natal
1058,2021.4040700000003,SouthAfrica - KwaZulu-Natal,SouthAfrica - Gauteng
1059,2021.3657100000003,SouthAfrica - KwaZulu-Natal,Eswatini
1060,2020.90685,SouthAfrica - Gauteng,Eswatini
1061,2020.9607,Eswatini,SouthAfrica - Mpumalanga
1062,2021.2293600000003,SouthAfrica - Mpumalanga,Portugal
1063,2021.0601500000002,SouthAfrica - Mpumalanga,Mozambique
1064,2021.18765,Mozambique,USA
1065,2021.1768600000003,Mozambique,SouthAfrica - WesternCape
1066,2021.2753200000002,SouthAfrica - WesternCape,Australia
1067,2021.2757500000002,SouthAfrica - WesternCape,SouthAfrica - Gauteng
1068,2021.2972300000001,SouthAfrica - WesternCape,Italy
1069,2021.01716,SouthAfrica - KwaZulu-Natal,Germany
1070,2021.03969,Germany,Turkey
1071,2020.9038000000003,SouthAfrica - KwaZulu-Natal,Germany
1072,2020.81345,SouthAfrica - KwaZulu-Natal,SouthAfrica - Gauteng
1073,2021.0835200000001,SouthAfrica - Gauteng,Rwanda
1074,2021.0698300000001,SouthAfrica - Gauteng,SouthAfrica - EasternCape
1075,2021.3301000000001,SouthAfrica - Gauteng,France
1076,2021.4616100000003,SouthAfrica - Gauteng,Belgium
1077,2020.9712200000001,SouthAfrica - Gauteng,Rwanda
1078,2021.3821500000001,SouthAfrica - Gauteng,Burundi
1079,2021.2121800000002,SouthAfrica - Gauteng,Eswatini
1080,2021.31247,Eswatini,UnitedKingdom
1081,2021.3465400000002,UnitedKingdom,Switzerland
1082,2021.4588600000002,SouthAfrica - Gauteng,Botswana
1083,2021.1139300000002,SouthAfrica - Gauteng,Mozambique
1084,2020.9873700000003,SouthAfrica - Gauteng,SouthAfrica - EasternCape
1085,2021.2325,SouthAfrica - Gauteng,SouthAfrica - Limpopo
1086,2021.2369500000002,SouthAfrica - Gauteng,SouthAfrica - Mpumalanga
1087,2021.3712000000003,SouthAfrica - Gauteng,SouthAfrica - FreeState
1088,2021.1465400000002,SouthAfrica - Gauteng,SouthAfrica - WesternCape
1089,2020.9958500000002,SouthAfrica - Gauteng,SouthAfrica - Limpopo
1090,2021.0242600000001,SouthAfrica - Gauteng,Sweden
1091,2021.0670800000003,Sweden,Denmark
1092,2021.2588500000002,SouthAfrica - Gauteng,Russia
1093,2021.3547500000002,SouthAfrica - Gauteng,Kenya
1094,2021.4108300000003,SouthAfrica - Gauteng,Netherlands
1095,2021.07814,SouthAfrica - Gauteng,Austria
1096,2021.07256,SouthAfrica - Gauteng,UnitedKingdom
1097,2021.1301,SouthAfrica - Gauteng,Rwanda
1098,2021.7629700000002,SouthAfrica - Gauteng,Eswatini
1099,2021.2068100000001,SouthAfrica - Gauteng,Germany
1100,2021.1328400000002,SouthAfrica - Gauteng,UnitedKingdom
1101,2021.09722,SouthAfrica - Gauteng,SouthAfrica - NorthernCape
1102,2021.2561200000002,SouthAfrica - Gauteng,SouthAfrica - WesternCape
1103,2021.2122900000002,SouthAfrica - Gauteng,SouthAfrica - NorthernCape
1104,2021.0617900000002,SouthAfrica - Gauteng,SouthAfrica - FreeState
1105,2021.07364,SouthAfrica - Gauteng,Belgium
1106,2021.4205100000001,SouthAfrica - Gauteng,SouthAfrica - WesternCape
1107,2021.0219500000003,SouthAfrica - Gauteng,Germany
1108,2021.2424300000002,Germany,Slovenia
1109,2020.9944900000003,SouthAfrica - Gauteng,Switzerland
1110,2021.0807900000002,Switzerland,France
1111,2020.90874,SouthAfrica - KwaZulu-Natal,Turkey
1112,2021.0479100000002,Turkey,Malawi
1113,2020.8198600000003,SouthAfrica - KwaZulu-Natal,Malawi
1114,2021.00681,Malawi,Zambia
1115,2021.2588700000001,Malawi,SouthAfrica - WesternCape
1116,2021.02599,Malawi,UnitedKingdom
1117,2021.0232500000002,Malawi,Canada
1118,2020.9986300000003,Malawi,UnitedKingdom
1119,2021.0561300000002,Malawi,Zambia
1120,2021.0232600000002,Malawi,Mozambique
1121,2021.0040800000002,Malawi,UnitedKingdom
1122,2021.0150400000002,Malawi,UnitedKingdom
1123,2021.0932100000002,Malawi,USA
1124,2021.2424200000003,SouthAfrica - KwaZulu-Natal,SouthAfrica - WesternCape
1125,2021.0479000000003,SouthAfrica - KwaZulu-Natal,SouthAfrica - FreeState
1126,2021.00132,SouthAfrica - KwaZulu-Natal,UnitedKingdom
1127,2021.1273500000002,UnitedKingdom,Eswatini
1128,2021.0506400000002,SouthAfrica - KwaZulu-Natal,Mayotte
1129,2020.7652300000002,SouthAfrica - KwaZulu-Natal,UnitedKingdom
1130,2021.0506300000002,UnitedKingdom,Sweden
1131,2021.0938300000003,UnitedKingdom,India
1132,2021.0598400000001,UnitedKingdom,Austria
1133,2021.2835100000002,Austria,Poland
1134,2021.1057600000001,Austria,Poland
1135,2021.1465200000002,Poland,Lithuania
1136,2021.2588500000002,Poland,Germany
1137,2021.09173,Austria,Poland
1138,2021.10543,Poland,France
1139,2021.1246,Poland,Austria
1140,2021.0588500000001,UnitedKingdom,Rwanda
1141,2021.0588500000001,UnitedKingdom,Norway
1142,2021.0759500000001,UnitedKingdom,Switzerland
1143,2021.28832,UnitedKingdom,SouthAfrica - WesternCape
1144,2021.28077,UnitedKingdom,Norway
1145,2021.0698100000002,UnitedKingdom,Canada
1146,2021.0698100000002,Canada,France
1147,2021.0780300000001,UnitedKingdom,Oman
1148,2020.79661,UnitedKingdom,Germany
1149,2021.0780300000001,Germany,Rwanda
1150,2021.1218600000002,Germany,Croatia
1151,2021.0889900000002,Germany,Croatia
1152,2020.9424000000001,Germany,Turkey
1153,2020.94062,Germany,USA
1154,2020.9943400000002,USA,Turkey
1155,2021.17404,Turkey,Germany
1156,2021.4013200000002,Germany,Turkey
1157,2020.90531,Germany,SouthAfrica - WesternCape
1158,2021.0287200000002,SouthAfrica - WesternCape,Denmark
1159,2021.0451600000001,Denmark,Switzerland
1160,2021.1081700000002,Germany,SouthAfrica - NorthWest
1161,2021.1273500000002,Germany,Turkey
1162,2021.1355700000001,Germany,Rwanda
1163,2021.1382800000001,Germany,France
1164,2021.1876300000001,Germany,Spain
1165,2020.9655900000002,Germany,Poland
1166,2021.17918,Poland,Germany
1167,2021.3492700000002,Poland,Norway
1168,2020.8375400000002,Germany,Switzerland
1169,2021.0835200000001,Switzerland,Singapore
1170,2020.9657700000002,Switzerland,Germany
1171,2021.0862600000003,Germany,Slovakia
1172,2021.1164,Germany,Russia
1173,2021.0862600000003,Germany,Denmark
1174,2021.2068000000002,Switzerland,UnitedKingdom
1175,2021.09173,Switzerland,Slovakia
1176,2021.10543,Switzerland,France
1177,2021.1465200000002,Switzerland,Russia
1178,2021.17666,Switzerland,Slovakia
1179,2020.96448,Switzerland,Finland
1180,2021.0289200000002,Switzerland,Estonia
1181,2021.0754500000003,Estonia,Finland
1182,2021.3054300000001,Switzerland,Russia
1183,2021.0698200000002,Switzerland,Israel
1184,2021.1528500000002,Switzerland,CzechRepublic
1185,2021.28626,Switzerland,Kenya
1186,2021.13009,Switzerland,Germany
1187,2021.2068000000002,Switzerland,UnitedKingdom
1188,2021.0944700000002,Switzerland,Slovakia
1189,2021.0711700000002,Switzerland,Germany
1190,2021.1739200000002,Germany,UnitedKingdom
1191,2021.0807700000003,Germany,Norway
1192,2021.2177600000002,Norway,Uganda
1193,2020.9901200000002,Switzerland,Germany
1194,2021.05886,Germany,Rwanda
1195,2021.1119600000002,Germany,Sweden
1196,2021.0369400000002,Germany,USA
1197,2021.1328300000002,Germany,Kenya
1198,2021.2424200000003,Germany,India
1199,2021.16297,Germany,Uganda
1200,2021.0835100000002,Germany,Sweden
1201,2021.2835200000002,Germany,Japan
1202,2021.3844500000002,Germany,Uganda
1203,2021.1031100000002,Germany,UnitedKingdom
1204,2021.3081700000002,UnitedKingdom,Italy
1205,2021.29995,UnitedKingdom,Kenya
1206,2021.3410500000002,UnitedKingdom,Kenya
1207,2021.11091,Switzerland,Estonia
1208,2021.1300800000001,Switzerland,Rwanda
1209,2021.0622600000002,Switzerland,UnitedKingdom
1210,2021.0862500000003,Switzerland,USA
1211,2021.0635000000002,Switzerland,Belgium
1212,2021.1053100000001,Belgium,Luxembourg
1213,2020.86595,Switzerland,SouthAfrica - KwaZulu-Natal
1214,2021.0380700000003,SouthAfrica - KwaZulu-Natal,Oman
1215,2021.3794100000002,SouthAfrica - KwaZulu-Natal,Belgium
1216,2021.2698200000002,SouthAfrica - KwaZulu-Natal,Mozambique
1217,2021.0648300000003,SouthAfrica - KwaZulu-Natal,Turkey
1218,2021.1492600000001,Turkey,Austria
1219,2020.96241,SouthAfrica - KwaZulu-Natal,Germany
1220,2021.1111700000001,Germany,Kenya
1221,2021.39036,Kenya,Burundi
1222,2021.08363,Germany,Turkey
1223,2021.14631,Turkey,SouthKorea
1224,2021.1602300000002,SouthKorea,USA
1225,2021.1602300000002,SouthKorea,USA
1226,2021.1081800000002,Germany,Rwanda
1227,2021.1141400000001,Germany,Canada
1228,2021.2506400000002,Germany,Switzerland
1229,2021.2342,Germany,Estonia
1230,2021.2232400000003,Germany,France
1231,2021.18215,Germany,Denmark
1232,2021.2093600000003,Denmark,Luxembourg
1233,2021.2122900000002,Luxembourg,Spain
1234,2021.2287300000003,Spain,Estonia
1235,2021.2479100000003,Estonia,Switzerland
1236,2021.0698200000002,Germany,Canada
1237,2021.0753000000002,Germany,Switzerland
1238,2021.07804,Germany,USA
1239,2021.0890000000002,Germany,Ireland
1240,2020.98925,Germany,Turkey
1241,2021.0972100000001,Turkey,Thailand
1242,2021.1218700000002,Turkey,Netherlands
1243,2021.1328300000002,Turkey,Rwanda
1244,2021.1300800000001,Turkey,Kenya
1245,2021.14379,Turkey,Denmark
1246,2021.1458200000002,Turkey,Sweden
1247,2021.1876300000001,Turkey,Netherlands
1248,2021.0205100000003,Turkey,Canada
1249,2021.0314700000001,Turkey,SouthKorea
1250,2021.0533800000003,Turkey,Sweden
1251,2021.0561300000002,Turkey,UnitedKingdom
1252,2021.0670900000002,Turkey,Austria
1253,2021.0725700000003,Austria,Netherlands
1254,2021.11857,Netherlands,Sweden
1255,2021.1246300000003,Sweden,Denmark
1256,2021.1515800000002,Sweden,USA
1257,2021.15477,USA,CzechRepublic
1258,2021.1657300000002,USA,Sweden
1259,2021.1788700000002,Sweden,CzechRepublic
1260,2021.1903900000002,CzechRepublic,Sweden
1261,2021.2123100000001,Sweden,USA
1262,2021.2616000000003,Germany,Kenya
1263,2021.0793200000003,Germany,UnitedKingdom
1264,2021.2999600000003,UnitedKingdom,USA
1265,2021.0862500000003,Germany,Oman
1266,2021.33012,SouthAfrica - WesternCape,Germany
1267,2020.6935200000003,SouthAfrica - WesternCape,SouthAfrica - WesternCape
1268,2021.4287500000003,SouthAfrica - WesternCape,Philippines
1269,2021.0972400000003,SouthAfrica - WesternCape,Austria
1270,2020.3838000000003,SouthAfrica - WesternCape,Zimbabwe
1271,2020.8455500000002,SouthAfrica - WesternCape,SouthAfrica - EasternCape
1272,2021.05066,SouthAfrica - WesternCape,Belgium
1273,2021.05066,SouthAfrica - WesternCape,Malawi
1274,2021.3602600000002,SouthAfrica - WesternCape,Germany
1275,2021.1520400000002,SouthAfrica - WesternCape,USA
1276,2021.2095800000002,SouthAfrica - WesternCape,SouthAfrica - NorthernCape
1277,2020.71584,SouthAfrica - WesternCape,SouthAfrica - Gauteng
1278,2020.7361600000002,SouthAfrica - WesternCape,Turkey
1279,2020.9493800000002,SouthAfrica - WesternCape,SouthAfrica - Mpumalanga
1280,2020.9931300000003,SouthAfrica - WesternCape,SouthAfrica - EasternCape
1281,2020.9903900000002,SouthAfrica - WesternCape,SouthAfrica - Gauteng
1282,2021.0255000000002,SouthAfrica - WesternCape,SouthAfrica - FreeState
1283,2020.8674100000003,SouthAfrica - WesternCape,SouthAfrica - EasternCape
1284,2021.1766900000002,SouthAfrica - WesternCape,UnitedKingdom
1285,2021.3947000000003,SouthAfrica - WesternCape,Spain
1286,2020.9707700000001,SouthAfrica - WesternCape,Netherlands
1287,2021.0890200000001,SouthAfrica - WesternCape,Sweden
1288,2020.9931300000003,SouthAfrica - WesternCape,SouthAfrica - NorthWest
1289,2021.01231,SouthAfrica - WesternCape,SouthAfrica - EasternCape
1290,2021.3273700000002,SouthAfrica - WesternCape,SouthAfrica - Mpumalanga
1291,2020.7026200000003,SouthAfrica - WesternCape,Germany
1292,2021.4123100000002,Germany,France
1293,2021.2862800000003,Germany,Malaysia
1294,2020.8612200000002,SouthAfrica - WesternCape,SouthAfrica - KwaZulu-Natal
1295,2020.9958700000002,SouthAfrica - KwaZulu-Natal,Portugal
1296,2021.1246400000002,SouthAfrica - KwaZulu-Natal,Belgium
1297,2021.1821800000002,SouthAfrica - KwaZulu-Natal,Uganda
1298,2021.0287500000002,SouthAfrica - KwaZulu-Natal,UnitedKingdom
1299,2020.99312,SouthAfrica - WesternCape,SouthAfrica - Gauteng
1300,2021.2232600000002,SouthAfrica - WesternCape,Turkey
1301,2021.2479200000002,SouthAfrica - WesternCape,SouthAfrica - NorthernCape
1302,2020.9165900000003,SouthAfrica - WesternCape,Angola
1303,2020.6830300000001,SouthAfrica - WesternCape,SouthAfrica - EasternCape
1304,2020.6774000000003,SouthAfrica - WesternCape,USA
1305,2020.8590900000002,USA,Turkey
1306,2020.9986000000001,SouthAfrica - WesternCape,SouthAfrica - Gauteng
1307,2021.2862800000003,SouthAfrica - WesternCape,USA
1308,2020.9099600000002,SouthAfrica - WesternCape,Norway
1309,2021.0475600000002,Norway,USA
1310,2021.0850300000002,USA,UnitedKingdom
1311,2021.0909800000002,UnitedKingdom,USA
1312,2021.2780500000001,SouthAfrica - WesternCape,Switzerland
1313,2020.9360400000003,SouthAfrica - WesternCape,France
1314,2021.02049,France,Belgium
1315,2021.0862700000002,Belgium,Turkey
1316,2020.77492,SouthAfrica - WesternCape,Bangladesh
1317,2021.2999700000003,Bangladesh,SouthKorea
1318,2021.30544,Bangladesh,Finland
1319,2021.4534,Bangladesh,Turkey
1320,2020.9998300000002,Bangladesh,Italy
1321,2021.3547700000001,Italy,Bangladesh
1322,2021.1438600000001,Bangladesh,UnitedKingdom
1323,2021.2588700000001,Bangladesh,India
1324,2021.2259900000001,Bangladesh,Singapore
1325,2021.2259900000001,Bangladesh,Singapore
1326,2021.2670900000003,Bangladesh,Australia
1327,2021.18216,Bangladesh,Italy
1328,2021.4397000000001,Bangladesh,UnitedKingdom
1329,2021.2259900000001,Bangladesh,Singapore
1330,2021.1938300000002,Bangladesh,Italy
1331,2021.0242400000002,Bangladesh,Finland
1332,2021.2890100000002,Finland,Romania
1333,2021.23969,Bangladesh,Singapore
1334,2021.18216,Bangladesh,Singapore
1335,2021.18764,Bangladesh,Singapore
1336,2021.23871,Bangladesh,UnitedKingdom
1337,2021.2287300000003,Bangladesh,UnitedKingdom
1338,2021.2396700000002,Bangladesh,Sweden
1339,2021.13406,Bangladesh,UnitedKingdom
1340,2021.2588700000001,UnitedKingdom,Portugal
1341,2021.20133,UnitedKingdom,Bangladesh
1342,2021.2095500000003,UnitedKingdom,Canada
1343,2021.2287300000003,UnitedKingdom,Singapore
1344,2021.2314700000002,UnitedKingdom,Bangladesh
1345,2021.2314700000002,UnitedKingdom,Singapore
1346,2021.2451700000001,UnitedKingdom,Singapore
1347,2021.3109000000002,UnitedKingdom,Portugal
1348,2021.3492800000001,Portugal,Germany
1349,2021.2314700000002,Bangladesh,Singapore
1350,2021.2259900000001,Bangladesh,UnitedKingdom
1351,2021.2040700000002,Bangladesh,Singapore
1352,2021.4205100000001,Bangladesh,SaudiArabia
1353,2021.21503,Bangladesh,UnitedKingdom
1354,2021.2040800000002,Bangladesh,Singapore
1355,2021.13009,Bangladesh,Japan
1356,2021.2177600000002,Japan,Singapore
1357,2021.20133,Bangladesh,USA
1358,2021.2259900000001,Bangladesh,Singapore
1359,2021.2506400000002,Bangladesh,Singapore
1360,2021.1848900000002,Bangladesh,USA
1361,2021.27256,USA,Austria
1362,2021.4040700000003,Bangladesh,UnitedKingdom
1363,2021.29805,Bangladesh,Malaysia
1364,2021.4835200000002,Bangladesh,SouthKorea
1365,2021.4972200000002,Bangladesh,Japan
1366,2021.2232500000002,Bangladesh,SouthKorea
1367,2021.2890000000002,Bangladesh,Singapore
1368,2021.2506400000002,Bangladesh,Singapore
1369,2021.18972,Bangladesh,USA
1370,2021.2205000000001,Bangladesh,Canada
1371,2021.2424200000003,Bangladesh,Singapore
1372,2021.3657100000003,Singapore,Bangladesh
1373,2021.1561900000002,Bangladesh,USA
1374,2021.2174000000002,USA,Singapore
1375,2021.2369400000002,Singapore,Bangladesh
1376,2021.2424300000002,USA,Bangladesh
1377,2021.2314600000002,Bangladesh,Singapore
1378,2021.2561200000002,Bangladesh,Singapore
1379,2021.26708,Bangladesh,UnitedKingdom
1380,2021.1903600000003,Bangladesh,Singapore
1381,2021.2588600000001,Bangladesh,UnitedKingdom
1382,2021.33831,Bangladesh,UnitedKingdom
1383,2021.2489100000003,Bangladesh,Canada
1384,2021.2040600000003,Bangladesh,Singapore
1385,2021.2369500000002,Bangladesh,UnitedKingdom
1386,2021.2287300000003,Bangladesh,Singapore
1387,2021.2396800000001,Bangladesh,USA
1388,2021.2451700000001,Bangladesh,Singapore
1389,2021.32462,Bangladesh,USA
1390,2021.2095500000003,Bangladesh,India
1391,2021.2095400000003,Bangladesh,Singapore
1392,2021.3164000000002,Bangladesh,Italy
1393,2021.1820100000002,Bangladesh,Philippines
1394,2021.1613300000001,Bangladesh,UnitedKingdom
1395,2021.2150400000003,UnitedKingdom,Japan
1396,2021.2506500000002,UnitedKingdom,Japan
1397,2021.2506400000002,Bangladesh,Singapore
1398,2021.1739300000002,Bangladesh,UnitedKingdom
1399,2021.18215,Bangladesh,UnitedKingdom
1400,2021.2588600000001,Bangladesh,UnitedKingdom
1401,2021.1931100000002,Bangladesh,UnitedKingdom
1402,2021.2698200000002,Bangladesh,Singapore
1403,2021.2588600000001,Bangladesh,Singapore
1404,2021.2424300000002,Bangladesh,Singapore
1405,2021.1876300000001,Bangladesh,Australia
1406,2021.2588700000001,Bangladesh,Spain
1407,2021.1958500000003,Bangladesh,USA
1408,2021.2015900000001,Bangladesh,Japan
1409,2021.21502,Bangladesh,India
1410,2021.2424300000002,Bangladesh,Singapore
1411,2021.3301000000001,Bangladesh,Indonesia
1412,2021.2964200000001,Bangladesh,Italy
1413,2021.2088600000002,Bangladesh,Italy
1414,2021.2835200000002,Bangladesh,SouthKorea
1415,2021.2654800000003,Bangladesh,Greece
1416,2021.5032400000002,Greece,Sweden
1417,2021.4753000000003,Greece,Netherlands
1418,2021.5164000000002,Greece,USA
1419,2021.4925300000002,Greece,Germany
1420,2021.56571,Germany,Sweden
1421,2021.5218700000003,Greece,France
1422,2021.4615900000001,Greece,Germany
1423,2021.1848900000002,Bangladesh,USA
1424,2021.2232500000002,Bangladesh,UnitedKingdom
1425,2021.3027000000002,Bangladesh,USA
1426,2021.2040700000002,Bangladesh,UnitedKingdom
1427,2021.4040700000003,Bangladesh,UnitedKingdom
1428,2021.33832,Bangladesh,SouthAfrica - EasternCape
1429,2021.4314700000002,SouthAfrica - EasternCape,SouthAfrica - WesternCape
1430,2021.2479,Bangladesh,UnitedKingdom
1431,2021.2424200000003,Bangladesh,Singapore
1432,2021.2479100000003,Bangladesh,UnitedKingdom
1433,2021.16846,Bangladesh,Singapore
1434,2021.16846,Singapore,India
1435,2021.2862700000003,Singapore,Bangladesh
1436,2021.2780500000001,Singapore,India
1437,2021.19314,Singapore,Italy
1438,2021.2588600000001,Bangladesh,Canada
1439,2021.2588600000001,Bangladesh,USA
1440,2021.2643400000002,Bangladesh,USA
1441,2021.2587300000002,Bangladesh,India
1442,2021.39586,India,Ghana
1443,2021.2698200000002,Bangladesh,Bahrain
1444,2021.2698300000002,Bangladesh,Singapore
1445,2021.1849000000002,Bangladesh,Ireland
1446,2021.4205200000001,Bangladesh,Portugal
1447,2021.1958600000003,Bangladesh,Japan
1448,2021.1986000000002,Bangladesh,Singapore
1449,2021.20134,Bangladesh,UnitedKingdom
1450,2021.20278,Bangladesh,Singapore
1451,2021.2095500000003,Bangladesh,Ireland
1452,2021.2107600000002,Bangladesh,Greece
1453,2021.2169800000001,Bangladesh,Portugal
1454,2021.2259900000001,Bangladesh,Singapore
1455,2021.22051,Bangladesh,Australia
1456,2021.226,Bangladesh,Singapore
1457,2021.2314800000001,Bangladesh,UnitedKingdom
1458,2021.2287400000002,Bangladesh,Singapore
1459,2021.2314800000001,Bangladesh,Singapore
1460,2021.2561400000002,Bangladesh,UnitedKingdom
1461,2021.2431600000002,Bangladesh,Canada
1462,2021.2342200000003,Bangladesh,Singapore
1463,2021.2397,Bangladesh,India
1464,2021.2397,Bangladesh,Austria
1465,2021.2506600000002,Bangladesh,Singapore
1466,2021.2534000000003,Bangladesh,Canada
1467,2021.3027200000001,Bangladesh,SouthKorea
1468,2021.3054600000003,Bangladesh,SouthKorea
1469,2021.2013500000003,Bangladesh,UnitedKingdom
1470,2021.20386,Bangladesh,UnitedKingdom
1471,2021.20683,UnitedKingdom,SouthKorea
1472,2021.2177900000002,UnitedKingdom,USA
1473,2021.2257900000002,UnitedKingdom,Bangladesh
1474,2021.2287600000002,Bangladesh,Italy
1475,2021.2424600000002,Bangladesh,Greece
1476,2021.2452,Bangladesh,India
1477,2021.2726000000002,Bangladesh,Singapore
1478,2021.28356,Bangladesh,Canada
1479,2021.2833300000002,Bangladesh,SouthKorea
1480,2021.2945200000001,SouthKorea,Bahrain
1481,2021.1985800000002,Bangladesh,Singapore
1482,2021.1465300000002,Bangladesh,Singapore
1483,2021.2177600000002,Bangladesh,UnitedKingdom
1484,2021.17666,Bangladesh,UnitedKingdom
1485,2021.1876200000002,Bangladesh,India
1486,2021.2643400000002,Bangladesh,USA
1487,2021.2698200000002,Bangladesh,Germany
1488,2021.2944800000002,Bangladesh,USA
1489,2021.2999600000003,Bangladesh,SouthKorea
1490,2021.2095500000003,Bangladesh,SouthKorea
1491,2021.1739300000002,Bangladesh,UnitedKingdom
1492,2021.2312100000001,Bangladesh,Switzerland
1493,2021.0601000000001,Bangladesh,UnitedKingdom
1494,2021.2342,UnitedKingdom,Canada
1495,2021.2150100000001,UnitedKingdom,USA
1496,2021.1258800000003,Bangladesh,Canada
1497,2021.2314700000002,Bangladesh,Portugal
1498,2021.22051,Bangladesh,Australia
1499,2021.1547600000001,Bangladesh,Greece
1500,2021.2205000000001,Bangladesh,Indonesia
1501,2021.2259800000002,Bangladesh,Singapore
1502,2021.2040700000002,Bangladesh,UnitedKingdom
1503,2021.4424300000003,Bangladesh,Bahrain
1504,2021.2561200000002,Bangladesh,USA
1505,2021.2616100000002,Bangladesh,USA
1506,2021.2095600000002,Bangladesh,UnitedKingdom
1507,2021.2232400000003,Bangladesh,Singapore
1508,2021.1739300000002,Bangladesh,UnitedKingdom
1509,2021.2308100000002,Bangladesh,Singapore
1510,2021.2095500000003,Bangladesh,USA
1511,2021.2396800000001,Bangladesh,Japan
1512,2021.2104400000003,Bangladesh,Bahrain
1513,2021.2917300000001,Bangladesh,Portugal
1514,2021.2122800000002,Bangladesh,Singapore
1515,2021.2780300000002,Bangladesh,Canada
1516,2021.3300900000002,Bangladesh,Japan
1517,2021.1903700000003,Bangladesh,Singapore
1518,2021.2232400000003,Bangladesh,Singapore
1519,2021.25338,Bangladesh,UnitedKingdom
1520,2021.2177600000002,Bangladesh,UnitedKingdom
1521,2021.22872,Bangladesh,Singapore
1522,2021.4533800000002,Bangladesh,USA
1523,2021.25338,Bangladesh,Australia
1524,2021.2259800000002,Bangladesh,Singapore
1525,2021.2287300000003,Bangladesh,Singapore
1526,2021.2068100000001,Bangladesh,UnitedKingdom
1527,2021.2232500000002,Bangladesh,Canada
1528,2021.2616000000003,Bangladesh,Portugal
1529,2021.20133,Bangladesh,USA
1530,2021.2424300000002,Bangladesh,Singapore
1531,2021.2479100000003,Bangladesh,UnitedKingdom
1532,2021.2506500000002,Bangladesh,Japan
1533,2021.2095600000002,Bangladesh,Singapore
1534,2021.2670900000003,Singapore,UnitedKingdom
1535,2021.2259800000002,Bangladesh,Singapore
1536,2021.1602300000002,Bangladesh,Jordan
1537,2021.2588600000001,Bangladesh,USA
1538,2021.2205000000001,Bangladesh,Singapore
1539,2021.2259800000002,Bangladesh,Singapore
1540,2021.1931000000002,Bangladesh,India
1541,2021.2424200000003,Bangladesh,Bahrain
1542,2021.2287300000003,Bangladesh,Singapore
1543,2021.2396800000001,Bangladesh,Singapore
1544,2021.2259800000002,Bangladesh,Singapore
1545,2021.2234100000003,Bangladesh,Singapore
1546,2021.2424200000003,Bangladesh,Singapore
1547,2021.2040700000002,Bangladesh,Singapore
