Name	Accession ID	Date	Location	Region	Location_with_Region
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_3957844/2021-08-12	EPI_ISL_3957844	2021/08/12	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_3957852/2021-08-06	EPI_ISL_3957852	2021/08/06	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Europe/Italy/Lazio/EPI_ISL_3957885/2021-08-30	EPI_ISL_3957885	2021/08/30	Italy	Lazio	Italy
hCoV-19/Europe/France/CentreValdeLoire/NogentLeRotrou/EPI_ISL_3979529/2021-08-09	EPI_ISL_3979529	2021/08/09	France	CentreValdeLoire	France
hCoV-19/Europe/France/PaysdeLaLoire/LeMans/EPI_ISL_3979639/2021-08-10	EPI_ISL_3979639	2021/08/10	France	PaysdeLaLoire	France
hCoV-19/Europe/France/PaysdeLaLoire/LeMans/EPI_ISL_3979739/2021-08-10	EPI_ISL_3979739	2021/08/10	France	PaysdeLaLoire	France
hCoV-19/Africa/Ghana/Accra/EPI_ISL_3980518/2021-06-26	EPI_ISL_3980518	2021/06/26	Ghana	Accra	Ghana
hCoV-19/Asia/India/Assam/Jorhat/EPI_ISL_3983003/2021-07-15	EPI_ISL_3983003	2021/07/15	India	Assam	India
hCoV-19/Asia/India/Assam/Jorhat/EPI_ISL_3983004/2021-07-14	EPI_ISL_3983004	2021/07/14	India	Assam	India
hCoV-19/Asia/Japan/EPI_ISL_3983481/2021-08-20	EPI_ISL_3983481	2021/08/20	Japan		Japan
hCoV-19/Asia/Japan/EPI_ISL_3983488/2021-08-21	EPI_ISL_3983488	2021/08/21	Japan		Japan
hCoV-19/Europe/Sweden/Skane/EPI_ISL_3985177/2021-08-13	EPI_ISL_3985177	2021/08/13	Sweden	Skane	Sweden
hCoV-19/Europe/Sweden/Vastmanland/EPI_ISL_3986212/2021-08-16	EPI_ISL_3986212	2021/08/16	Sweden	Vastmanland	Sweden
hCoV-19/Europe/Sweden/Vastmanland/EPI_ISL_3986216/2021-08-17	EPI_ISL_3986216	2021/08/17	Sweden	Vastmanland	Sweden
hCoV-19/Europe/Sweden/Vastmanland/EPI_ISL_3986220/2021-08-16	EPI_ISL_3986220	2021/08/16	Sweden	Vastmanland	Sweden
hCoV-19/Europe/Belgium/Bruxelles/EPI_ISL_3989051/2021-08-23	EPI_ISL_3989051	2021/08/23	Belgium	Bruxelles	Belgium
hCoV-19/Europe/Belgium/EPI_ISL_3989059/2021-08-23	EPI_ISL_3989059	2021/08/23	Belgium		Belgium
hCoV-19/Europe/Denmark/Hovedstaden/EPI_ISL_3990316/2021-09-01	EPI_ISL_3990316	2021/09/01	Denmark	Hovedstaden	Denmark
hCoV-19/Europe/UnitedKingdom/England/EPI_ISL_3991883/2021-08-31	EPI_ISL_3991883	2021/08/31	UnitedKingdom	England	UnitedKingdom
hCoV-19/Europe/UnitedKingdom/England/EPI_ISL_3992173/2021-08-30	EPI_ISL_3992173	2021/08/30	UnitedKingdom	England	UnitedKingdom
hCoV-19/Europe/Belgium/Wallonie/EPI_ISL_3997847/2021-08-23	EPI_ISL_3997847	2021/08/23	Belgium	Wallonie	Belgium
hCoV-19/Europe/France/PaysdeLaLoire/EPI_ISL_4000032/2021-08-16	EPI_ISL_4000032	2021/08/16	France	PaysdeLaLoire	France
hCoV-19/Europe/France/PaysdeLaLoire/EPI_ISL_4000038/2021-08-17	EPI_ISL_4000038	2021/08/17	France	PaysdeLaLoire	France
hCoV-19/Europe/Sweden/Jonkopingslan/EPI_ISL_4003206/2021-08-13	EPI_ISL_4003206	2021/08/13	Sweden	Jonkopingslan	Sweden
hCoV-19/Africa/SouthAfrica/FreeState/MangaungMetro/EPI_ISL_4003478/2021-07-20	EPI_ISL_4003478	2021/07/20	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/Xhariep/EPI_ISL_4003479/2021-07-06	EPI_ISL_4003479	2021/07/06	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/MangaungMetro/EPI_ISL_4003480/2021-07-11	EPI_ISL_4003480	2021/07/11	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/Lejweleputswa/EPI_ISL_4003481/2021-07-06	EPI_ISL_4003481	2021/07/06	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/MangaungMetro/EPI_ISL_4003482/2021-07-15	EPI_ISL_4003482	2021/07/15	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/FezileDabi/EPI_ISL_4003484/2021-07-12	EPI_ISL_4003484	2021/07/12	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/MangaungMetro/EPI_ISL_4003485/2021-06-28	EPI_ISL_4003485	2021/06/28	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/Lejweleputswa/EPI_ISL_4003487/2021-07-12	EPI_ISL_4003487	2021/07/12	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/Xhariep/EPI_ISL_4003488/2021-07-19	EPI_ISL_4003488	2021/07/19	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/MangaungMetro/EPI_ISL_4003489/2021-07-12	EPI_ISL_4003489	2021/07/12	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/MangaungMetro/EPI_ISL_4003492/2021-06-25	EPI_ISL_4003492	2021/06/25	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/FezileDabi/EPI_ISL_4003493/2021-07-17	EPI_ISL_4003493	2021/07/17	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/Xhariep/EPI_ISL_4003494/2021-07-15	EPI_ISL_4003494	2021/07/15	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/ThaboMofutsanyana/EPI_ISL_4003498/2021-07-19	EPI_ISL_4003498	2021/07/19	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/MangaungMetro/EPI_ISL_4003501/2021-07-17	EPI_ISL_4003501	2021/07/17	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/Lejweleputswa/EPI_ISL_4003502/2021-07-16	EPI_ISL_4003502	2021/07/16	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/Lejweleputswa/EPI_ISL_4003503/2021-07-02	EPI_ISL_4003503	2021/07/02	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/MangaungMetro/EPI_ISL_4003504/2021-06-24	EPI_ISL_4003504	2021/06/24	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/Lejweleputswa/EPI_ISL_4003508/2021-07-16	EPI_ISL_4003508	2021/07/16	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/Lejweleputswa/EPI_ISL_4003509/2021-07-20	EPI_ISL_4003509	2021/07/20	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/ThaboMofutsanyana/EPI_ISL_4003510/2021-07-12	EPI_ISL_4003510	2021/07/12	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/Lejweleputswa/EPI_ISL_4003511/2021-07-19	EPI_ISL_4003511	2021/07/19	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/FezileDabi/EPI_ISL_4003512/2021-07-19	EPI_ISL_4003512	2021/07/19	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/FezileDabi/EPI_ISL_4003513/2021-07-16	EPI_ISL_4003513	2021/07/16	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/MangaungMetro/EPI_ISL_4003514/2021-07-12	EPI_ISL_4003514	2021/07/12	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/FezileDabi/EPI_ISL_4003515/2021-07-10	EPI_ISL_4003515	2021/07/10	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/FezileDabi/EPI_ISL_4003516/2021-07-18	EPI_ISL_4003516	2021/07/18	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/MangaungMetro/EPI_ISL_4003522/2021-07-19	EPI_ISL_4003522	2021/07/19	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/FezileDabi/EPI_ISL_4003523/2021-07-05	EPI_ISL_4003523	2021/07/05	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/FezileDabi/EPI_ISL_4003526/2021-07-02	EPI_ISL_4003526	2021/07/02	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/MangaungMetro/EPI_ISL_4003527/2021-07-19	EPI_ISL_4003527	2021/07/19	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/MangaungMetro/EPI_ISL_4003530/2021-07-18	EPI_ISL_4003530	2021/07/18	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/MangaungMetro/EPI_ISL_4003531/2021-07-12	EPI_ISL_4003531	2021/07/12	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/Lejweleputswa/EPI_ISL_4003532/2021-07-02	EPI_ISL_4003532	2021/07/02	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/MangaungMetro/EPI_ISL_4003533/2021-07-12	EPI_ISL_4003533	2021/07/12	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/Xhariep/EPI_ISL_4003535/2021-07-19	EPI_ISL_4003535	2021/07/19	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/ThaboMofutsanyana/EPI_ISL_4003536/2021-07-05	EPI_ISL_4003536	2021/07/05	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/ThaboMofutsanyana/EPI_ISL_4003537/2021-07-05	EPI_ISL_4003537	2021/07/05	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/ThaboMofutsanyana/EPI_ISL_4003538/2021-07-09	EPI_ISL_4003538	2021/07/09	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/Lejweleputswa/EPI_ISL_4003539/2021-07-02	EPI_ISL_4003539	2021/07/02	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/Lejweleputswa/EPI_ISL_4003540/2021-07-12	EPI_ISL_4003540	2021/07/12	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/Xhariep/EPI_ISL_4003541/2021-07-12	EPI_ISL_4003541	2021/07/12	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/ThaboMofutsanyana/EPI_ISL_4003542/2021-07-05	EPI_ISL_4003542	2021/07/05	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/Lejweleputswa/EPI_ISL_4003544/2021-07-06	EPI_ISL_4003544	2021/07/06	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/Lejweleputswa/EPI_ISL_4003546/2021-07-06	EPI_ISL_4003546	2021/07/06	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/ThaboMofutsanyana/EPI_ISL_4003547/2021-07-19	EPI_ISL_4003547	2021/07/19	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/MangaungMetro/EPI_ISL_4003548/2021-07-12	EPI_ISL_4003548	2021/07/12	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/FezileDabi/EPI_ISL_4003549/2021-07-10	EPI_ISL_4003549	2021/07/10	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/FezileDabi/EPI_ISL_4003550/2021-07-11	EPI_ISL_4003550	2021/07/11	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/MangaungMetro/EPI_ISL_4003551/2021-07-19	EPI_ISL_4003551	2021/07/19	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/Xhariep/EPI_ISL_4003552/2021-07-12	EPI_ISL_4003552	2021/07/12	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/Xhariep/EPI_ISL_4003573/2021-07-19	EPI_ISL_4003573	2021/07/19	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/ThaboMofutsanyana/EPI_ISL_4003574/2021-07-19	EPI_ISL_4003574	2021/07/19	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/FezileDabi/EPI_ISL_4003575/2021-07-19	EPI_ISL_4003575	2021/07/19	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/ThaboMofutsanyana/EPI_ISL_4003585/2021-07-18	EPI_ISL_4003585	2021/07/18	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/Xhariep/EPI_ISL_4003586/2021-07-12	EPI_ISL_4003586	2021/07/12	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/MangaungMetro/EPI_ISL_4003590/2021-07-12	EPI_ISL_4003590	2021/07/12	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/Lejweleputswa/EPI_ISL_4003591/2021-07-16	EPI_ISL_4003591	2021/07/16	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/Lejweleputswa/EPI_ISL_4003592/2021-07-16	EPI_ISL_4003592	2021/07/16	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/FezileDabi/EPI_ISL_4003593/2021-07-12	EPI_ISL_4003593	2021/07/12	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/FezileDabi/EPI_ISL_4003594/2021-07-19	EPI_ISL_4003594	2021/07/19	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/MangaungMetro/EPI_ISL_4003595/2021-07-11	EPI_ISL_4003595	2021/07/11	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/FezileDabi/EPI_ISL_4003596/2021-07-12	EPI_ISL_4003596	2021/07/12	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/Lejweleputswa/EPI_ISL_4003597/2021-07-16	EPI_ISL_4003597	2021/07/16	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/MangaungMetro/EPI_ISL_4003599/2021-07-19	EPI_ISL_4003599	2021/07/19	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/ThaboMofutsanyana/EPI_ISL_4003601/2021-07-19	EPI_ISL_4003601	2021/07/19	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/MangaungMetro/EPI_ISL_4003602/2021-07-19	EPI_ISL_4003602	2021/07/19	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/ThaboMofutsanyana/EPI_ISL_4003603/2021-07-02	EPI_ISL_4003603	2021/07/02	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/ThaboMofutsanyana/EPI_ISL_4003604/2021-07-12	EPI_ISL_4003604	2021/07/12	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/ThaboMofutsanyana/EPI_ISL_4003605/2021-07-19	EPI_ISL_4003605	2021/07/19	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/ThaboMofutsanyana/EPI_ISL_4003606/2021-07-18	EPI_ISL_4003606	2021/07/18	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/MangaungMetro/EPI_ISL_4003607/2021-07-15	EPI_ISL_4003607	2021/07/15	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/Xhariep/EPI_ISL_4003608/2021-07-15	EPI_ISL_4003608	2021/07/15	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/Lejweleputswa/EPI_ISL_4003609/2021-06-29	EPI_ISL_4003609	2021/06/29	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/Xhariep/EPI_ISL_4003610/2021-07-06	EPI_ISL_4003610	2021/07/06	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/Xhariep/EPI_ISL_4003611/2021-07-15	EPI_ISL_4003611	2021/07/15	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/ThaboMofutsanyana/EPI_ISL_4003613/2021-07-05	EPI_ISL_4003613	2021/07/05	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/Xhariep/EPI_ISL_4003614/2021-07-06	EPI_ISL_4003614	2021/07/06	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/Lejweleputswa/EPI_ISL_4003615/2021-07-05	EPI_ISL_4003615	2021/07/05	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/ThaboMofutsanyana/EPI_ISL_4003616/2021-06-23	EPI_ISL_4003616	2021/06/23	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/FezileDabi/EPI_ISL_4003617/2021-06-28	EPI_ISL_4003617	2021/06/28	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/MangaungMetro/EPI_ISL_4003620/2021-07-05	EPI_ISL_4003620	2021/07/05	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/Lejweleputswa/EPI_ISL_4003621/2021-06-29	EPI_ISL_4003621	2021/06/29	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/MangaungMetro/EPI_ISL_4003622/2021-07-05	EPI_ISL_4003622	2021/07/05	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/FezileDabi/EPI_ISL_4003624/2021-07-05	EPI_ISL_4003624	2021/07/05	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/MangaungMetro/EPI_ISL_4003625/2021-07-05	EPI_ISL_4003625	2021/07/05	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/MangaungMetro/EPI_ISL_4003626/2021-07-20	EPI_ISL_4003626	2021/07/20	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/MangaungMetro/EPI_ISL_4003627/2021-07-12	EPI_ISL_4003627	2021/07/12	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/ThaboMofutsanyana/EPI_ISL_4003629/2021-07-12	EPI_ISL_4003629	2021/07/12	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/Xhariep/EPI_ISL_4003630/2021-07-12	EPI_ISL_4003630	2021/07/12	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/MangaungMetro/EPI_ISL_4003631/2021-07-12	EPI_ISL_4003631	2021/07/12	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/MangaungMetro/EPI_ISL_4003633/2021-07-12	EPI_ISL_4003633	2021/07/12	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/MangaungMetro/EPI_ISL_4003634/2021-07-12	EPI_ISL_4003634	2021/07/12	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/ThaboMofutsanyana/EPI_ISL_4003635/2021-07-05	EPI_ISL_4003635	2021/07/05	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/ThaboMofutsanyana/EPI_ISL_4003636/2021-07-02	EPI_ISL_4003636	2021/07/02	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Africa/SouthAfrica/FreeState/ThaboMofutsanyana/EPI_ISL_4003637/2021-07-02	EPI_ISL_4003637	2021/07/02	SouthAfrica	FreeState	SouthAfrica - FreeState
hCoV-19/Europe/Sweden/Uppsala/EPI_ISL_4006889/2021-07-15	EPI_ISL_4006889	2021/07/15	Sweden	Uppsala	Sweden
hCoV-19/Europe/Denmark/Midtjylland/EPI_ISL_4006988/2021-09-02	EPI_ISL_4006988	2021/09/02	Denmark	Midtjylland	Denmark
hCoV-19/Europe/Denmark/Midtjylland/EPI_ISL_4007033/2021-09-02	EPI_ISL_4007033	2021/09/02	Denmark	Midtjylland	Denmark
hCoV-19/Europe/Denmark/Hovedstaden/EPI_ISL_4007251/2021-09-03	EPI_ISL_4007251	2021/09/03	Denmark	Hovedstaden	Denmark
hCoV-19/Europe/Denmark/Hovedstaden/EPI_ISL_4007272/2021-09-02	EPI_ISL_4007272	2021/09/02	Denmark	Hovedstaden	Denmark
hCoV-19/Europe/Denmark/Hovedstaden/EPI_ISL_4007465/2021-09-03	EPI_ISL_4007465	2021/09/03	Denmark	Hovedstaden	Denmark
hCoV-19/Europe/UnitedKingdom/England/EPI_ISL_4009769/2021-09-02	EPI_ISL_4009769	2021/09/02	UnitedKingdom	England	UnitedKingdom
hCoV-19/Europe/UnitedKingdom/England/EPI_ISL_4014424/2021-08-30	EPI_ISL_4014424	2021/08/30	UnitedKingdom	England	UnitedKingdom
hCoV-19/Europe/UnitedKingdom/England/EPI_ISL_4014800/2021-08-29	EPI_ISL_4014800	2021/08/29	UnitedKingdom	England	UnitedKingdom
hCoV-19/Europe/UnitedKingdom/England/EPI_ISL_4014857/2021-08-29	EPI_ISL_4014857	2021/08/29	UnitedKingdom	England	UnitedKingdom
hCoV-19/Europe/UnitedKingdom/England/EPI_ISL_4014949/2021-08-29	EPI_ISL_4014949	2021/08/29	UnitedKingdom	England	UnitedKingdom
hCoV-19/Europe/UnitedKingdom/England/EPI_ISL_4015053/2021-08-29	EPI_ISL_4015053	2021/08/29	UnitedKingdom	England	UnitedKingdom
hCoV-19/Europe/UnitedKingdom/England/EPI_ISL_4018476/2021-08-30	EPI_ISL_4018476	2021/08/30	UnitedKingdom	England	UnitedKingdom
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_4029906/2021-08-17	EPI_ISL_4029906	2021/08/17	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_4029909/2021-07-11	EPI_ISL_4029909	2021/07/11	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Mpumalanga/EPI_ISL_4029910/2021-08-19	EPI_ISL_4029910	2021/08/19	SouthAfrica	Mpumalanga	SouthAfrica - Mpumalanga
hCoV-19/Africa/SouthAfrica/NorthernCape/EPI_ISL_4029914/2021-07-23	EPI_ISL_4029914	2021/07/23	SouthAfrica	NorthernCape	SouthAfrica - NorthernCape
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_4029915/2021-07-07	EPI_ISL_4029915	2021/07/07	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/NorthernCape/EPI_ISL_4029916/2021-07-22	EPI_ISL_4029916	2021/07/22	SouthAfrica	NorthernCape	SouthAfrica - NorthernCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_4029918/2021-07-06	EPI_ISL_4029918	2021/07/06	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/NorthernCape/EPI_ISL_4029919/2021-07-24	EPI_ISL_4029919	2021/07/24	SouthAfrica	NorthernCape	SouthAfrica - NorthernCape
hCoV-19/Africa/SouthAfrica/Mpumalanga/EPI_ISL_4029920/2021-07-07	EPI_ISL_4029920	2021/07/07	SouthAfrica	Mpumalanga	SouthAfrica - Mpumalanga
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_4029924/2021-07-14	EPI_ISL_4029924	2021/07/14	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/EasternCape/EPI_ISL_4029926/2021-07-24	EPI_ISL_4029926	2021/07/24	SouthAfrica	EasternCape	SouthAfrica - EasternCape
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_4029928/2021-07-25	EPI_ISL_4029928	2021/07/25	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_4029930/2021-08-19	EPI_ISL_4029930	2021/08/19	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/KwaZulu-Natal/EPI_ISL_4029931/2021-07-08	EPI_ISL_4029931	2021/07/08	SouthAfrica	KwaZulu-Natal	SouthAfrica - KwaZulu-Natal
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_4029932/2021-08-17	EPI_ISL_4029932	2021/08/17	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_4029933/2021-08-20	EPI_ISL_4029933	2021/08/20	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/Mpumalanga/EPI_ISL_4029934/2021-07-06	EPI_ISL_4029934	2021/07/06	SouthAfrica	Mpumalanga	SouthAfrica - Mpumalanga
hCoV-19/Africa/SouthAfrica/KwaZulu-Natal/EPI_ISL_4029936/2021-07-08	EPI_ISL_4029936	2021/07/08	SouthAfrica	KwaZulu-Natal	SouthAfrica - KwaZulu-Natal
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_4029937/2021-07-10	EPI_ISL_4029937	2021/07/10	SouthAfrica	Gauteng	SouthAfrica - Gauteng
