Name	Accession ID	Date	Location	Region	Location_with_Region
hCoV-19/Africa/SouthAfrica/Mpumalanga/EPI_ISL_10210476/2021-12-24	EPI_ISL_10210476	2021/12/24	SouthAfrica	Mpumalanga	SouthAfrica - Mpumalanga
hCoV-19/NorthAmerica/USA/NewYork/WestchesterCounty/EPI_ISL_10270467/2021-12-21	EPI_ISL_10270467	2021/12/21	USA	NewYork	USA
hCoV-19/Asia/Jordan/Zarqa/EPI_ISL_10329372/2021-11-16	EPI_ISL_10329372	2021/11/16	Jordan	Zarqa	Jordan
hCoV-19/Asia/Jordan/Amman/EPI_ISL_10329373/2021-11-18	EPI_ISL_10329373	2021/11/18	Jordan	Amman	Jordan
hCoV-19/Asia/Jordan/Amman/EPI_ISL_10329378/2021-12-18	EPI_ISL_10329378	2021/12/18	Jordan	Amman	Jordan
hCoV-19/Africa/SouthAfrica/WesternCape/CapeTownMetro/Northern/EPI_ISL_10445625/2021-06-23	EPI_ISL_10445625	2021/06/23	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/CapeTownMetro/Eastern/EPI_ISL_10445631/2021-06-28	EPI_ISL_10445631	2021/06/28	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/CapeTownMetro/Khayelitsha/EPI_ISL_10445650/2021-06-21	EPI_ISL_10445650	2021/06/21	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/CapeTownMetro/Tygerberg/EPI_ISL_10445652/2021-06-21	EPI_ISL_10445652	2021/06/21	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/CapeTownMetro/Eastern/EPI_ISL_10445654/2021-06-21	EPI_ISL_10445654	2021/06/21	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/CapeTownMetro/Eastern/EPI_ISL_10445665/2021-06-26	EPI_ISL_10445665	2021/06/26	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/NorthAmerica/USA/Oregon/EPI_ISL_10494641/2021-09-02	EPI_ISL_10494641	2021/09/02	USA	Oregon	USA
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_10514836/2021-06-28	EPI_ISL_10514836	2021/06/28	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_10514838/2021-06-21	EPI_ISL_10514838	2021/06/21	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_10514840/2021-07-01	EPI_ISL_10514840	2021/07/01	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_10514842/2021-06-22	EPI_ISL_10514842	2021/06/22	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_10514844/2021-06-27	EPI_ISL_10514844	2021/06/27	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_10514852/2021-06-15	EPI_ISL_10514852	2021/06/15	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_10514854/2021-06-09	EPI_ISL_10514854	2021/06/09	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_10589268/2021-08-31	EPI_ISL_10589268	2021/08/31	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_10589269/2021-08-31	EPI_ISL_10589269	2021/08/31	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_10589273/2021-09-20	EPI_ISL_10589273	2021/09/20	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_10589275/2021-09-27	EPI_ISL_10589275	2021/09/27	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/EasternCape/EPI_ISL_10640468/2021-08-11	EPI_ISL_10640468	2021/08/11	SouthAfrica	EasternCape	SouthAfrica - EasternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_10640470/2021-08-16	EPI_ISL_10640470	2021/08/16	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_10640474/2021-08-16	EPI_ISL_10640474	2021/08/16	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/EasternCape/EPI_ISL_10640479/2021-08-11	EPI_ISL_10640479	2021/08/11	SouthAfrica	EasternCape	SouthAfrica - EasternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_10640481/2021-08-16	EPI_ISL_10640481	2021/08/16	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/EasternCape/EPI_ISL_10640483/2021-08-10	EPI_ISL_10640483	2021/08/10	SouthAfrica	EasternCape	SouthAfrica - EasternCape
hCoV-19/Africa/SouthAfrica/EasternCape/EPI_ISL_10640487/2021-08-10	EPI_ISL_10640487	2021/08/10	SouthAfrica	EasternCape	SouthAfrica - EasternCape
hCoV-19/Africa/SouthAfrica/KwaZulu-Natal/EPI_ISL_10640488/2021-08-10	EPI_ISL_10640488	2021/08/10	SouthAfrica	KwaZulu-Natal	SouthAfrica - KwaZulu-Natal
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_10640489/2021-08-10	EPI_ISL_10640489	2021/08/10	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_10640490/2021-08-10	EPI_ISL_10640490	2021/08/10	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_10640500/2021-08-16	EPI_ISL_10640500	2021/08/16	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/EasternCape/EPI_ISL_10640502/2021-08-11	EPI_ISL_10640502	2021/08/11	SouthAfrica	EasternCape	SouthAfrica - EasternCape
hCoV-19/Africa/SouthAfrica/EasternCape/EPI_ISL_10640504/2021-08-11	EPI_ISL_10640504	2021/08/11	SouthAfrica	EasternCape	SouthAfrica - EasternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_10640519/2021-08-16	EPI_ISL_10640519	2021/08/16	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/EasternCape/EPI_ISL_10640520/2021-08-11	EPI_ISL_10640520	2021/08/11	SouthAfrica	EasternCape	SouthAfrica - EasternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_10640521/2021-08-16	EPI_ISL_10640521	2021/08/16	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/EasternCape/EPI_ISL_10640522/2021-08-11	EPI_ISL_10640522	2021/08/11	SouthAfrica	EasternCape	SouthAfrica - EasternCape
hCoV-19/Africa/SouthAfrica/EasternCape/EPI_ISL_10640523/2021-08-11	EPI_ISL_10640523	2021/08/11	SouthAfrica	EasternCape	SouthAfrica - EasternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_10640526/2021-08-16	EPI_ISL_10640526	2021/08/16	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/EasternCape/EPI_ISL_10640550/2021-08-10	EPI_ISL_10640550	2021/08/10	SouthAfrica	EasternCape	SouthAfrica - EasternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_10640552/2021-08-16	EPI_ISL_10640552	2021/08/16	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_10640560/2021-08-16	EPI_ISL_10640560	2021/08/16	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_10640588/2021-07-29	EPI_ISL_10640588	2021/07/29	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_10640598/2021-07-29	EPI_ISL_10640598	2021/07/29	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_10640601/2021-07-30	EPI_ISL_10640601	2021/07/30	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_10640610/2021-07-29	EPI_ISL_10640610	2021/07/29	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/Limpopo/EPI_ISL_10716926/2021-10-04	EPI_ISL_10716926	2021/10/04	SouthAfrica	Limpopo	SouthAfrica - Limpopo
hCoV-19/Africa/SouthAfrica/Limpopo/EPI_ISL_10716933/2021-06-21	EPI_ISL_10716933	2021/06/21	SouthAfrica	Limpopo	SouthAfrica - Limpopo
hCoV-19/Africa/SouthAfrica/Limpopo/EPI_ISL_10716939/2021-09-25	EPI_ISL_10716939	2021/09/25	SouthAfrica	Limpopo	SouthAfrica - Limpopo
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_10815258/2021-06-17	EPI_ISL_10815258	2021/06/17	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_10815277/2021-08-01	EPI_ISL_10815277	2021/08/01	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_10815288/2021-06-24	EPI_ISL_10815288	2021/06/24	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_10815292/2021-08-02	EPI_ISL_10815292	2021/08/02	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_10815314/2021-08-13	EPI_ISL_10815314	2021/08/13	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/Limpopo/EPI_ISL_10860762/2021-09-06	EPI_ISL_10860762	2021/09/06	SouthAfrica	Limpopo	SouthAfrica - Limpopo
hCoV-19/Africa/SouthAfrica/Limpopo/EPI_ISL_10860763/2021-09-06	EPI_ISL_10860763	2021/09/06	SouthAfrica	Limpopo	SouthAfrica - Limpopo
hCoV-19/Africa/SouthAfrica/Limpopo/EPI_ISL_10860764/2021-09-13	EPI_ISL_10860764	2021/09/13	SouthAfrica	Limpopo	SouthAfrica - Limpopo
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_10860920/2021-07-26	EPI_ISL_10860920	2021/07/26	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_10860924/2021-07-26	EPI_ISL_10860924	2021/07/26	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_10860927/2021-07-26	EPI_ISL_10860927	2021/07/26	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/KwaZulu-Natal/EPI_ISL_10860928/2022-02-07	EPI_ISL_10860928	2022/02/07	SouthAfrica	KwaZulu-Natal	SouthAfrica - KwaZulu-Natal
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_10860929/2021-07-26	EPI_ISL_10860929	2021/07/26	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/Limpopo/EPI_ISL_10896798/2021-08-16	EPI_ISL_10896798	2021/08/16	SouthAfrica	Limpopo	SouthAfrica - Limpopo
hCoV-19/Africa/SouthAfrica/Limpopo/EPI_ISL_10896799/2021-07-28	EPI_ISL_10896799	2021/07/28	SouthAfrica	Limpopo	SouthAfrica - Limpopo
hCoV-19/Africa/SouthAfrica/Limpopo/EPI_ISL_10896800/2021-08-10	EPI_ISL_10896800	2021/08/10	SouthAfrica	Limpopo	SouthAfrica - Limpopo
hCoV-19/Africa/SouthAfrica/Limpopo/EPI_ISL_10896801/2021-08-24	EPI_ISL_10896801	2021/08/24	SouthAfrica	Limpopo	SouthAfrica - Limpopo
hCoV-19/Africa/SouthAfrica/Limpopo/EPI_ISL_10929322/2021-07-02	EPI_ISL_10929322	2021/07/02	SouthAfrica	Limpopo	SouthAfrica - Limpopo
hCoV-19/Africa/SouthAfrica/Limpopo/EPI_ISL_10929323/2021-07-02	EPI_ISL_10929323	2021/07/02	SouthAfrica	Limpopo	SouthAfrica - Limpopo
hCoV-19/Africa/SouthAfrica/Limpopo/EPI_ISL_10929324/2021-07-02	EPI_ISL_10929324	2021/07/02	SouthAfrica	Limpopo	SouthAfrica - Limpopo
hCoV-19/Africa/SouthAfrica/WesternCape/CapeTownMetro/EPI_ISL_10932683/2021-06-30	EPI_ISL_10932683	2021/06/30	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/CapeTownMetro/EPI_ISL_10932693/2021-07-08	EPI_ISL_10932693	2021/07/08	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/Limpopo/EPI_ISL_11000089/2021-08-23	EPI_ISL_11000089	2021/08/23	SouthAfrica	Limpopo	SouthAfrica - Limpopo
hCoV-19/Asia/Jordan/Amman/EPI_ISL_11026245/2021-12-02	EPI_ISL_11026245	2021/12/02	Jordan	Amman	Jordan
hCoV-19/Asia/Jordan/Zarqa/EPI_ISL_11026251/2021-12-07	EPI_ISL_11026251	2021/12/07	Jordan	Zarqa	Jordan
hCoV-19/Asia/Jordan/Irbid/EPI_ISL_11026254/2021-12-10	EPI_ISL_11026254	2021/12/10	Jordan	Irbid	Jordan
hCoV-19/Asia/Jordan/Amman/EPI_ISL_11026267/2021-12-21	EPI_ISL_11026267	2021/12/21	Jordan	Amman	Jordan
hCoV-19/Asia/Jordan/Amman/EPI_ISL_11026274/2021-12-28	EPI_ISL_11026274	2021/12/28	Jordan	Amman	Jordan
hCoV-19/Asia/Jordan/Amman/EPI_ISL_11026276/2021-12-29	EPI_ISL_11026276	2021/12/29	Jordan	Amman	Jordan
hCoV-19/Africa/SouthAfrica/Limpopo/EPI_ISL_11029122/2021-08-18	EPI_ISL_11029122	2021/08/18	SouthAfrica	Limpopo	SouthAfrica - Limpopo
hCoV-19/Africa/SouthAfrica/Limpopo/EPI_ISL_11029123/2021-08-17	EPI_ISL_11029123	2021/08/17	SouthAfrica	Limpopo	SouthAfrica - Limpopo
hCoV-19/Europe/France/Normandie/EPI_ISL_11036446/2021-07-12	EPI_ISL_11036446	2021/07/12	France	Normandie	France
hCoV-19/Europe/France/Normandie/EPI_ISL_11036476/2021-07-28	EPI_ISL_11036476	2021/07/28	France	Normandie	France
hCoV-19/Europe/France/Normandie/EPI_ISL_11036480/2021-07-30	EPI_ISL_11036480	2021/07/30	France	Normandie	France
hCoV-19/Europe/France/Normandie/EPI_ISL_11036530/2021-08-02	EPI_ISL_11036530	2021/08/02	France	Normandie	France
hCoV-19/Europe/France/Normandie/EPI_ISL_11036545/2021-08-07	EPI_ISL_11036545	2021/08/07	France	Normandie	France
hCoV-19/Europe/France/Normandie/EPI_ISL_11036660/2021-09-14	EPI_ISL_11036660	2021/09/14	France	Normandie	France
hCoV-19/Europe/France/Normandie/EPI_ISL_11036775/2021-10-08	EPI_ISL_11036775	2021/10/08	France	Normandie	France
hCoV-19/Europe/France/Normandie/EPI_ISL_11036927/2021-12-10	EPI_ISL_11036927	2021/12/10	France	Normandie	France
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_11105239/2022-02-25	EPI_ISL_11105239	2022/02/25	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_11111468/2021-09-19	EPI_ISL_11111468	2021/09/19	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_11111469/2021-09-09	EPI_ISL_11111469	2021/09/09	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_11111475/2021-06-11	EPI_ISL_11111475	2021/06/11	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Europe/France/Centre-ValdeLoire/Indre-et-Loire/EPI_ISL_11126166/2021-11-23	EPI_ISL_11126166	2021/11/23	France	Centre-ValdeLoire	France
hCoV-19/Europe/France/Hauts-de-France/Nord/EPI_ISL_11237137/2021-08-16	EPI_ISL_11237137	2021/08/16	France	Hauts-de-France	France
hCoV-19/Europe/France/Hauts-de-France/Nord/EPI_ISL_11238572/2021-08-11	EPI_ISL_11238572	2021/08/11	France	Hauts-de-France	France
hCoV-19/Europe/France/Hauts-de-France/Nord/EPI_ISL_11244757/2021-08-13	EPI_ISL_11244757	2021/08/13	France	Hauts-de-France	France
hCoV-19/Africa/Malawi/Southern/Blantyre/EPI_ISL_11246681/2021-07-29	EPI_ISL_11246681	2021/07/29	Malawi	Southern	Malawi
hCoV-19/Europe/France/Hauts-de-France/Pas-de-Calais/EPI_ISL_11251083/2021-08-07	EPI_ISL_11251083	2021/08/07	France	Hauts-de-France	France
hCoV-19/Europe/France/Hauts-de-France/Pas-de-Calais/EPI_ISL_11251686/2021-08-06	EPI_ISL_11251686	2021/08/06	France	Hauts-de-France	France
hCoV-19/Europe/France/Hauts-de-France/Pas-de-Calais/EPI_ISL_11252016/2021-08-05	EPI_ISL_11252016	2021/08/05	France	Hauts-de-France	France
hCoV-19/Europe/France/Hauts-de-France/Nord/EPI_ISL_11256752/2021-08-03	EPI_ISL_11256752	2021/08/03	France	Hauts-de-France	France
hCoV-19/Europe/France/Hauts-de-France/Nord/EPI_ISL_11256905/2021-08-02	EPI_ISL_11256905	2021/08/02	France	Hauts-de-France	France
hCoV-19/Europe/France/Hauts-de-France/Nord/EPI_ISL_11257351/2021-08-01	EPI_ISL_11257351	2021/08/01	France	Hauts-de-France	France
hCoV-19/Europe/France/Hauts-de-France/Pas-de-Calais/EPI_ISL_11257879/2021-07-28	EPI_ISL_11257879	2021/07/28	France	Hauts-de-France	France
hCoV-19/Europe/France/Hauts-de-France/Pas-de-Calais/EPI_ISL_11258736/2021-07-23	EPI_ISL_11258736	2021/07/23	France	Hauts-de-France	France
hCoV-19/Europe/France/Hauts-de-France/Nord/EPI_ISL_11258799/2021-07-21	EPI_ISL_11258799	2021/07/21	France	Hauts-de-France	France
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_11265084/2021-06-25	EPI_ISL_11265084	2021/06/25	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_11265118/2021-07-03	EPI_ISL_11265118	2021/07/03	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_11265124/2021-07-15	EPI_ISL_11265124	2021/07/15	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_11265125/2021-07-28	EPI_ISL_11265125	2021/07/28	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Asia/Bangladesh/Dhaka/Rayerbazar/EPI_ISL_11324470/2021-07-16	EPI_ISL_11324470	2021/07/16	Bangladesh	Dhaka	Bangladesh
hCoV-19/Europe/France/Bretagne/Finistere/EPI_ISL_11356578/2021-07-16	EPI_ISL_11356578	2021/07/16	France	Bretagne	France
hCoV-19/Europe/France/Hauts-de-France/Nord/EPI_ISL_11403427/2021-08-07	EPI_ISL_11403427	2021/08/07	France	Hauts-de-France	France
hCoV-19/Europe/France/Auvergne-Rhone-Alpes/EPI_ISL_11424331/2021-11-15	EPI_ISL_11424331	2021/11/15	France	Auvergne-Rhone-Alpes	France
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_11435071/2021-06-28	EPI_ISL_11435071	2021/06/28	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_11435079/2021-06-15	EPI_ISL_11435079	2021/06/15	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_11435080/2021-06-08	EPI_ISL_11435080	2021/06/08	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_11435081/2021-07-19	EPI_ISL_11435081	2021/07/19	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_11435086/2021-06-10	EPI_ISL_11435086	2021/06/10	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_11435089/2021-06-08	EPI_ISL_11435089	2021/06/08	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_11435090/2021-06-18	EPI_ISL_11435090	2021/06/18	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_11435091/2021-06-16	EPI_ISL_11435091	2021/06/16	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_11435092/2021-06-18	EPI_ISL_11435092	2021/06/18	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_11435094/2021-06-09	EPI_ISL_11435094	2021/06/09	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_11435095/2021-06-24	EPI_ISL_11435095	2021/06/24	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_11435097/2021-06-24	EPI_ISL_11435097	2021/06/24	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_11435099/2021-06-10	EPI_ISL_11435099	2021/06/10	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_11435100/2021-07-02	EPI_ISL_11435100	2021/07/02	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_11435102/2021-06-22	EPI_ISL_11435102	2021/06/22	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_11435104/2021-06-29	EPI_ISL_11435104	2021/06/29	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_11435105/2021-07-03	EPI_ISL_11435105	2021/07/03	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_11435106/2021-06-30	EPI_ISL_11435106	2021/06/30	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_11435107/2021-06-24	EPI_ISL_11435107	2021/06/24	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_11435108/2021-06-25	EPI_ISL_11435108	2021/06/25	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_11435109/2021-06-25	EPI_ISL_11435109	2021/06/25	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_11435110/2021-06-25	EPI_ISL_11435110	2021/06/25	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_11435111/2021-06-25	EPI_ISL_11435111	2021/06/25	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_11435113/2021-06-30	EPI_ISL_11435113	2021/06/30	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_11435114/2021-07-01	EPI_ISL_11435114	2021/07/01	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_11435116/2021-06-30	EPI_ISL_11435116	2021/06/30	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_11435117/2021-07-02	EPI_ISL_11435117	2021/07/02	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_11435118/2021-07-05	EPI_ISL_11435118	2021/07/05	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_11435120/2021-07-02	EPI_ISL_11435120	2021/07/02	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_11435121/2021-07-02	EPI_ISL_11435121	2021/07/02	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_11435122/2021-07-02	EPI_ISL_11435122	2021/07/02	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_11444970/2021-08-26	EPI_ISL_11444970	2021/08/26	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Europe/France/Hauts-de-France/Nord/EPI_ISL_11445429/2021-07-22	EPI_ISL_11445429	2021/07/22	France	Hauts-de-France	France
hCoV-19/Europe/France/Hauts-de-France/Nord/EPI_ISL_11446216/2021-07-25	EPI_ISL_11446216	2021/07/25	France	Hauts-de-France	France
hCoV-19/Europe/France/Nouvelle-Aquitaine/Gironde/EPI_ISL_11448539/2021-07-19	EPI_ISL_11448539	2021/07/19	France	Nouvelle-Aquitaine	France
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_11474420/2021-06-19	EPI_ISL_11474420	2021/06/19	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Asia/Jordan/Irbid/EPI_ISL_11532979/2022-01-01	EPI_ISL_11532979	2022/01/01	Jordan	Irbid	Jordan
hCoV-19/Asia/Jordan/Aqaba/EPI_ISL_11532980/2022-01-02	EPI_ISL_11532980	2022/01/02	Jordan	Aqaba	Jordan
hCoV-19/Asia/Jordan/Aqaba/EPI_ISL_11532984/2022-01-06	EPI_ISL_11532984	2022/01/06	Jordan	Aqaba	Jordan
hCoV-19/Asia/Jordan/Amman/EPI_ISL_11532986/2022-01-08	EPI_ISL_11532986	2022/01/08	Jordan	Amman	Jordan
hCoV-19/Asia/Jordan/Irbid/EPI_ISL_11532995/2022-01-20	EPI_ISL_11532995	2022/01/20	Jordan	Irbid	Jordan
hCoV-19/Asia/Jordan/Zarqa/EPI_ISL_11532996/2022-01-22	EPI_ISL_11532996	2022/01/22	Jordan	Zarqa	Jordan
hCoV-19/Asia/Jordan/Irbid/EPI_ISL_11532998/2022-01-24	EPI_ISL_11532998	2022/01/24	Jordan	Irbid	Jordan
